Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
5148	-566.3882	-595.3362	28.94806	0.235415	0.212041	0.100309	0.0304931	0.103634	0.240467	0.312512	0.291478	0.246535	0.157684	0.167245	0.0405926	0.0986059	0.0851748	0.0139827	0.0642509	0.00825192	0.32024	0.0126205	0.00714021	0.0480262	0.0822341	0.0294631	0.160523	0.255238	0.0727001	0.480674	0.0643385	0.0553298	0.402319	1.43947	0.589644	0.772887	0.922772	1.08369	1.29385	1.69594	0.3819515	0.2055078	0.0588949	0.0530473	0.0250948	0.00762862	0.0259267	0.0601589	0.0781828	0.0729205	0.061677	0.0394487	0.0418406	0.0101553	0.0246687	0.0213086	0.00349812	0.016074	0.00206443	0.080116	0.00315734	0.0017863	0.012015	0.0205729	0.00737094	0.0401589	0.0638542	0.0181877	0.120253	0.0160959	0.0138421	3.9972
5184	-572.2099	-600.9454	28.7355	0.450314	0.0723548	0.119838	0.114574	0.0232735	0.561652	0.376065	0.238021	0.172487	0.131005	0.122926	0.0491566	0.0748493	0.0415327	0.0418858	0.0271251	0.0052253	0.342501	0.0425454	0.0128046	0.0631967	0.0751033	0.0120968	0.278482	0.109576	0.0872784	0.164594	0.0122878	0.0267594	0.516413	1.35558	0.405283	0.643728	0.871603	1.14731	1.55345	2.46741	0.6530541	0.2801132	0.11698	0.0187958	0.0311307	0.0297633	0.00604583	0.145902	0.0976916	0.0618314	0.0448074	0.0340317	0.0319328	0.0127696	0.0194439	0.0107891	0.0108808	0.00704638	0.00135739	0.0889727	0.0110522	0.00332629	0.0164168	0.0195098	0.00314241	0.0723421	0.028465	0.0226726	0.0427572	0.00319205	0.00695137	3.84951
5220	-563.012	-591.0888	28.07676	0.737333	0.0403451	0.150152	0.0501696	0.108635	0.138312	0.327168	0.0775275	0.653847	0.0921877	0.107219	0.0119779	0.0479454	0.0244394	0.0587824	0.0805024	0.00308348	0.101996	0.0112911	0.0566992	0.0350371	0.0689631	0.0588684	0.111301	0.166412	0.248735	0.735174	0.0282356	0.0199451	0.617178	1.28149	0.695791	0.83787	0.946308	1.05674	1.1935	1.43721	0.2622613	0.354126	0.169413	0.00926987	0.0344997	0.0115272	0.0249605	0.0317791	0.0751716	0.0178131	0.150231	0.0211815	0.0246351	0.0027521	0.0110161	0.0056153	0.0135061	0.0184966	0.000708474	0.023435	0.00259429	0.0130275	0.00805027	0.0158453	0.0135259	0.0255729	0.0382355	0.0571504	0.168917	0.00648753	0.00458268	4.352283
5256	-564.7841	-591.6322	26.84811	1.10415	0.215775	0.164049	0.225999	0.0736592	0.121318	0.188772	0.431275	0.536358	0.0815364	0.093252	0.0053221	0.00388532	0.0567762	0.055368	0.0284258	0.00356494	0.0647635	0.13606	0.0058438	0.0778984	0.0307108	0.188758	0.111174	0.305963	0.26391	0.655389	0.0339818	0.0360953	0.339283	1.48582	0.683263	0.830478	0.943695	1.05966	1.20413	1.46356	0.2753989	0.1679024	0.208329	0.040712	0.0309524	0.0426411	0.0138979	0.02289	0.0356171	0.0813721	0.101199	0.0153841	0.0175946	0.00100416	0.000733074	0.0107124	0.0104467	0.00536333	0.000672626	0.0122194	0.0256715	0.0011026	0.0146977	0.00579445	0.0356145	0.020976	0.0577285	0.0497939	0.123658	0.00641162	0.0068104	5.300037
5292	-567.5113	-598.246	30.73469	0.270413	0.0347853	0.076528	0.0104944	0.129791	0.186628	0.0504928	0.133535	0.156671	0.158995	0.0717826	0.00447511	0.0146192	0.0174383	0.0132905	0.0182129	0.0716128	0.157432	0.0141365	0.0175809	0.00645922	0.0154759	0.022229	0.0555011	0.186582	0.0153175	0.246184	0.0332548	0.0361574	0.560382	1.32325	0.170423	0.421904	0.763965	1.30896	2.37021	5.86777	1.279452	0.3113896	0.121475	0.0156263	0.034378	0.00471432	0.0583048	0.0838371	0.0226824	0.0599869	0.0703799	0.0714239	0.0322463	0.00201032	0.00656726	0.00783367	0.00597038	0.0081816	0.03217	0.0707218	0.0063504	0.00789772	0.00290162	0.00695209	0.00998573	0.0249323	0.0838168	0.00688096	0.110591	0.0149387	0.0162427	2.226074
5328	-566.9337	-597.0626	30.12893	0.328469	0.00421646	0.15615	0.238087	0.107377	0.045967	0.185189	0.271886	0.0138294	0.0802802	0.114784	0.00693433	0.0401637	0.0197743	0.0182678	0.00725329	0.0681292	0.120626	0.0070029	0.0157248	0.15409	0.00949365	0.0337823	0.223357	0.0200291	0.399502	0.27279	0.0161672	0.0173233	0.424754	1.42297	0.298666	0.554686	0.832046	1.20186	1.80282	3.34822	0.8737774	0.2194834	0.109612	0.00140706	0.0521081	0.0794511	0.0358323	0.0153395	0.0617988	0.0907301	0.00461497	0.02679	0.038304	0.00231403	0.0134029	0.00659882	0.00609608	0.00242047	0.0227351	0.0402537	0.00233691	0.00524748	0.0514209	0.00316809	0.0112734	0.0745357	0.00668385	0.133316	0.0910318	0.0053951	0.00578091	2.996647
5364	-568.1906	-595.6245	27.43386	0.176776	0.0435474	0.236827	0.132619	0.13634	0.183216	0.399458	0.416892	0.446863	0.2581	0.15119	0.0120625	0.0784239	0.0166459	0.132982	0.0170855	0.0796471	0.300266	0.106625	0.00113337	0.0594083	0.0421273	0.0221071	0.112402	0.0281027	0.508048	0.511062	0.0214234	0.20766	0.58984	1.30159	0.892457	0.946022	0.982837	1.01746	1.05706	1.1205	0.08226828	0.3332125	0.0365313	0.00899918	0.0489409	0.027406	0.0281751	0.037862	0.082549	0.0861518	0.0923453	0.0533371	0.0312437	0.00249274	0.0162065	0.00343992	0.027481	0.00353077	0.0164593	0.0620507	0.0220344	0.000234213	0.0122769	0.00870571	0.00456849	0.0232282	0.0058075	0.104989	0.105612	0.00442721	0.0429135	4.839043
5400	-568.4487	-595.2681	26.81943	0.680937	0.228614	0.0438722	0.132834	0.188814	0.0772368	0.261681	0.428131	0.401948	0.216303	0.142894	0.00808607	0.0498844	0.01305	0.0789183	0.00345533	0.499704	0.536411	0.182243	0.00029038	0.0529704	0.0363206	0.0352309	0.0476367	0.0439298	0.533563	0.242817	0.027205	0.0106911	0.417947	1.42798	0.633877	0.80064	0.932984	1.07183	1.249	1.57759	0.3296472	0.2152087	0.130807	0.0439164	0.00842777	0.0255172	0.0362709	0.014837	0.0502685	0.0822432	0.0772135	0.0415515	0.0274496	0.00155332	0.0095827	0.00250687	0.0151601	0.000663763	0.0959922	0.103044	0.0350085	5.57814e-05	0.0101755	0.00697711	0.00676779	0.00915093	0.00843883	0.102496	0.0466447	0.00522602	0.00205373	5.205673
5436	-562.8858	-590.3725	27.48674	0.675692	0.190019	0.128687	0.0739546	0.199546	0.101525	0.51078	0.401533	0.325303	0.154603	0.146142	0.0846677	0.0202026	0.0516281	0.0185062	0.0136071	0.290247	0.146851	0.0108611	0.00459389	0.151729	0.0334553	0.00736306	0.00351713	0.0903452	0.268506	0.765827	0.0431453	0.0164232	0.473981	1.38678	0.917755	0.959007	0.987026	1.01314	1.04275	1.08962	0.06205739	0.2513128	0.137078	0.0385493	0.0261067	0.0150032	0.0404818	0.0205963	0.103622	0.0814591	0.0659943	0.0313644	0.0296479	0.0171766	0.00409851	0.0104738	0.00375436	0.00276047	0.0588825	0.0297916	0.00220339	0.000931964	0.0307812	0.00678708	0.00149374	0.00071352	0.0183284	0.0544718	0.155363	0.00875289	0.00333179	4.92926
5472	-557.7404	-585.8108	28.07044	0.807455	0.0826215	0.16117	0.0588898	0.140009	0.233128	0.256787	0.396061	0.335921	0.129556	0.157289	0.0614165	0.0374969	0.0511376	0.0524743	0.0343522	0.206303	0.124546	0.00335969	0.0103508	0.123841	0.019096	0.0438101	0.000764297	0.0864931	0.450892	0.236433	0.0575305	0.0799615	0.471428	1.38866	0.609266	0.785326	0.92738	1.07831	1.27336	1.64132	0.3582805	0.2496213	0.181894	0.018612	0.0363066	0.013266	0.0315397	0.0525163	0.0578461	0.08922	0.0756724	0.0291848	0.0354323	0.0138352	0.00844686	0.0115197	0.0118208	0.00773847	0.0464735	0.0280563	0.000756833	0.0023317	0.0278975	0.00430174	0.00986903	0.000172172	0.0194842	0.101572	0.053261	0.0129598	0.0180128	4.439146
5508	-569.0176	-597.3057	28.28807	0.209215	0.0766406	0.164822	0.0430844	0.0902539	0.070862	0.195087	0.472341	0.169021	0.23325	0.184066	0.122082	0.0560425	0.0329695	0.0254772	0.010396	0.0543024	0.199559	0.0695334	0.011997	0.0817269	0.019922	0.120394	0.0498293	0.014436	0.490337	0.662014	0.0531604	0.00562654	0.516641	1.35541	0.305389	0.56074	0.834869	1.19779	1.78336	3.27451	0.8576812	0.2802718	0.0524552	0.0192156	0.0413248	0.0108023	0.0226288	0.0177668	0.0489129	0.118427	0.0423776	0.0584815	0.0461498	0.0306088	0.0140512	0.00826626	0.00638774	0.00260652	0.0136149	0.0500344	0.0174337	0.00300793	0.0204909	0.00499493	0.0301857	0.0124934	0.00361946	0.122939	0.165983	0.0133286	0.00141071	3.988447
5544	-568.564	-596.993	28.42907	0.187869	0.00344388	0.131143	0.0387245	0.139939	0.021114	0.149507	0.0775112	0.785468	0.153717	0.106492	0.0104297	0.0318659	0.0672304	0.126738	0.0074424	0.144148	0.167601	0.0609916	0.00871687	0.128045	0.0353447	0.2244	0.0536659	0.0222565	0.40709	0.312431	0.0115074	0.0184612	0.657389	1.25192	0.217701	0.475415	0.792962	1.26109	2.10343	4.59346	1.102415	0.3861064	0.0517077	0.000947868	0.0360949	0.0106582	0.0385157	0.00581126	0.041149	0.0213336	0.216186	0.0423079	0.02931	0.0028706	0.00877053	0.018504	0.0348824	0.00204839	0.0396741	0.0461292	0.0167869	0.00239917	0.0352422	0.00972802	0.0617621	0.0147706	0.00612572	0.112044	0.0859911	0.0031672	0.00508111	3.633293
5580	-564.0702	-593.9307	29.86052	0.293725	0.0186526	0.194721	0.0782352	0.0785063	0.101472	0.0910296	0.251243	0.462624	0.280748	0.0622075	0.0164213	0.0093353	0.0980181	0.0211017	0.0151357	0.00969539	0.216235	0.00690748	0.016129	0.115624	0.00223961	0.111472	0.0145407	0.0186032	0.448671	0.222798	0.0683035	0.0277812	0.333903	1.48978	0.374131	0.619103	0.861061	1.16136	1.61524	2.67286	0.7108846	0.1648009	0.0876221	0.00556434	0.0580878	0.0233386	0.0234195	0.0302705	0.0271554	0.0749492	0.138007	0.083751	0.0185573	0.00489869	0.00278485	0.0292401	0.00629494	0.0045152	0.00289227	0.064506	0.00206059	0.00481149	0.0344922	0.000668107	0.0332537	0.0043377	0.0055496	0.133845	0.0664637	0.0203759	0.00828751	3.352176
5616	-568.0031	-595.5339	27.53075	0.479684	0.0386892	0.19445	0.0828157	0.128514	0.272756	0.25714	0.315915	0.256375	0.229549	0.0891883	0.0774109	0.0777868	0.0660842	0.0181185	0.0654326	0.0546296	0.247886	0.0223183	0.00323037	0.0782022	0.0658003	0.305778	0.151009	0.0871798	0.388952	0.529151	0.0380431	0.0519129	0.476623	1.38484	0.52144	0.727914	0.905673	1.10415	1.37379	1.91777	0.470834	0.2530684	0.102628	0.00827754	0.0416026	0.0177184	0.0274955	0.058356	0.055015	0.0675898	0.0548513	0.0491118	0.0190818	0.016562	0.0166424	0.0141387	0.00387644	0.0139993	0.011688	0.0530351	0.00477499	0.000691136	0.0167313	0.0140779	0.0654209	0.0323084	0.0186521	0.083216	0.113211	0.00813929	0.0111067	4.674002
5652	-581.3135	-606.0562	24.74266	0.488037	0.0399349	0.21386	0.127601	0.187364	0.152114	0.40509	0.323926	0.536798	0.488997	0.027837	0.111408	0.00326138	0.0775361	0.206434	0.0246439	0.387766	0.33489	0.0497467	0.0165393	0.198644	0.0588747	0.180076	0.0584684	0.0917381	0.386383	0.960251	0.0527616	0.122331	0.57076	1.31562	0.844437	0.920845	0.974601	1.02606	1.08596	1.18422	0.12226	0.318996	0.0773028	0.00632551	0.0338745	0.0202115	0.0296776	0.0240941	0.0641644	0.0513084	0.0850264	0.077455	0.00440925	0.0176465	0.000516587	0.0122814	0.0326981	0.00390348	0.0614203	0.053045	0.00787965	0.00261975	0.0314643	0.00932548	0.0285232	0.00926112	0.0145309	0.0612013	0.152099	0.0083572	0.0193767	6.313311
5688	-564.4527	-590.4207	25.96801	0.439845	0.179908	0.0559432	0.0517094	0.158915	0.145067	0.380879	0.299806	0.349162	0.165669	0.0745287	0.00466991	0.067813	0.0374723	0.0986304	0.0211228	0.00720367	0.317978	0.239132	0.984684	0.0553589	0.146488	0.0585645	0.146049	0.197172	0.0585645	0.0168515	0.0861383	0.452253	0.459424	1.39748	0.271967	0.529922	0.820274	1.2191	1.88707	3.67692	0.9414909	0.2417287	0.0830275	0.0339604	0.0105601	0.00976095	0.0299976	0.0273836	0.0718969	0.056593	0.0659098	0.0312726	0.0140684	0.000881517	0.0128008	0.00707348	0.018618	0.00398726	0.00135981	0.0600234	0.0451398	0.185874	0.0104498	0.0276519	0.011055	0.027569	0.0372192	0.011055	0.00318098	0.0162599	0.0853698	5.297577
5724	-567.4533	-594.0338	26.58052	0.646054	0.0790876	0.0821475	0.0178959	0.295907	0.282587	0.283927	0.27283	0.333784	0.392069	0.156442	0.010867	0.0719936	0.0107177	0.0304604	0.026142	0.036564	0.0410887	0.0965244	0.733782	0.14194	0.0846085	0.0621804	0.161497	0.219351	0.211111	0.0626883	0.087175	0.179409	0.661876	1.24862	0.63365	0.8005	0.932933	1.07189	1.24922	1.57816	0.3299064	0.389769	0.126409	0.0154745	0.0160732	0.00350156	0.0578981	0.0552918	0.0555539	0.0533828	0.0653091	0.0767135	0.0306098	0.00212627	0.0140865	0.00209706	0.00595997	0.00511503	0.00715423	0.00803955	0.0188863	0.143574	0.0277723	0.0165548	0.0121664	0.0315989	0.0429188	0.0413066	0.0122658	0.0170569	0.0351037	5.110829
5760	-564.8865	-592.1745	27.28797	0.611469	0.0880957	0.18559	0.12692	0.358494	0.115994	0.350409	0.181492	0.290454	0.0456882	0.140329	0.00136236	0.0902597	0.00294856	0.0643876	0.0291084	0.141335	0.20107	0.280163	0.6686	0.0691613	0.096646	0.10307	0.0691291	0.0965252	0.0638859	0.0710782	0.0914417	0.23997	0.347171	1.48002	0.444115	0.673105	0.883822	1.13145	1.48565	2.25167	0.586895	0.1724791	0.125427	0.0180706	0.0380691	0.0260345	0.0735361	0.0237933	0.0718776	0.0372285	0.0595793	0.00937178	0.0287851	0.000279454	0.0185145	0.000604824	0.0132075	0.00597085	0.0289913	0.0412446	0.0574685	0.137146	0.0141867	0.0198245	0.0211423	0.0141801	0.0197997	0.0131046	0.0145799	0.018757	0.0492239	4.875077
5796	-568.6787	-599.7477	31.06903	0.321977	0.0486365	0.0882625	0.0383184	0.0833314	0.0602479	0.103865	0.0990957	0.139589	0.0321812	0.110378	0.00257292	0.0403976	0.046137	0.0305249	0.0202564	0.0898091	0.0509343	0.0384799	0.199068	0.0369485	0.0250715	0.113039	0.00795706	0.121109	0.029632	0.0310066	0.0419705	0.0184895	0.649204	1.25794	0.237097	0.495622	0.803327	1.24482	2.01767	4.21767	1.040701	0.3794745	0.155598	0.023504	0.0426536	0.0185177	0.0402706	0.0291153	0.0501937	0.0478888	0.0674575	0.0155519	0.0533411	0.00124338	0.0195225	0.0222961	0.0147514	0.00978906	0.043401	0.0246145	0.0185957	0.0962012	0.0178557	0.012116	0.0546269	0.00384532	0.0585269	0.0143199	0.0149842	0.0202826	0.0089352	2.069285
5832	-571.5641	-598.4504	26.88636	0.679372	0.0131408	0.0647006	0.0491761	0.378134	0.0668898	0.213406	0.288579	0.328036	0.0511945	0.166643	0.0282236	0.0329494	0.0449232	0.0325051	0.0127818	0.0434517	0.049849	0.0281467	0.749141	0.0330647	0.0160279	0.534982	0.0496072	0.166554	0.189117	0.043222	0.0799699	0.0665173	0.880579	1.08781	0.343881	0.594162	0.850085	1.17635	1.68304	2.90798	0.7718469	0.5952184	0.150961	0.00291997	0.0143769	0.0109273	0.084024	0.0148634	0.0474204	0.0641244	0.0728919	0.0113758	0.0370292	0.00627149	0.00732159	0.00998225	0.00722286	0.00284021	0.00965529	0.0110768	0.00625439	0.166465	0.0073472	0.00356151	0.118877	0.0110231	0.0370096	0.0420231	0.00960424	0.0177699	0.0147806	4.500305
5868	-566.1073	-592.8475	26.74023	0.636157	0.0345432	0.168433	0.160662	0.129254	0.176614	0.293063	0.100045	0.394935	0.140638	0.205153	0.0187399	0.0479923	0.0550859	0.0524191	0.0908135	0.150926	0.406883	0.0972194	0.455818	0.00815399	0.0260215	0.26235	0.00723604	0.408383	0.157777	0.0437648	0.0688723	0.0208831	0.671816	1.24131	0.390774	0.632384	0.866782	1.15369	1.58132	2.55903	0.679415	0.3979521	0.132015	0.00716838	0.034953	0.0333403	0.0268227	0.0366508	0.0608162	0.0207612	0.0819565	0.029185	0.0425731	0.00388888	0.00995933	0.0114314	0.010878	0.0188455	0.03132	0.084436	0.0201749	0.0945909	0.00169211	0.00539996	0.0544425	0.00150162	0.0847473	0.0327418	0.00908204	0.0142923	0.00433365	4.818835
5904	-570.0085	-600.6762	30.66761	0.465885	0.0223544	0.0867289	0.0293543	0.107953	0.0867875	0.0714591	0.176491	0.145952	0.028055	0.0485492	0.0222637	0.0243335	0.0292567	0.017125	0.0336575	0.170415	0.274346	0.0122097	0.131724	0.0900635	0.0154709	0.11102	0.0158925	0.0249307	0.101216	0.028891	0.0393085	0.0833856	0.354061	1.47495	0.169255	0.420492	0.763167	1.31033	2.37817	5.90824	1.284423	0.1765066	0.186722	0.00895941	0.03476	0.0117649	0.0432663	0.0347835	0.02864	0.0707356	0.0584959	0.0112441	0.019458	0.00892303	0.0097526	0.0117257	0.00686349	0.0134896	0.0683004	0.109955	0.00489352	0.0527933	0.0360964	0.00620055	0.0444957	0.00636955	0.00999196	0.0405663	0.0115792	0.0157544	0.03342	2.495079
5940	-574.8538	-599.7697	24.91591	0.606054	0.0497897	0.13952	0.0319686	0.173634	0.322913	0.475253	0.367213	0.556542	0.112503	0.218646	0.0131155	0.178819	0.0131713	0.0293954	0.0268396	0.0368527	0.797113	0.00107244	0.332561	0.101297	0.03874	0.370895	0.0474165	0.207289	0.102209	0.0127605	0.0945983	0.30868	0.701374	1.21958	0.359325	0.60703	0.855787	1.16852	1.64737	2.783	0.7400816	0.4228643	0.105092	0.00863375	0.0241935	0.00554351	0.0301089	0.0559946	0.0824109	0.0636765	0.0965069	0.0195086	0.0379141	0.00227429	0.0310081	0.00228397	0.00509729	0.00465412	0.00639042	0.138223	0.000185966	0.0576676	0.0175653	0.00671769	0.0643149	0.00822223	0.0359449	0.0177235	0.00221273	0.0164038	0.0535266	5.766863
5976	-568.1188	-594.9354	26.81661	0.782338	0.00747143	0.138038	0.0204458	0.0735562	0.142119	0.246208	0.37868	0.449626	0.0224492	0.200927	0.000557109	0.110931	0.0118885	0.0758593	0.0299431	0.192224	0.531043	0.00198882	0.433685	0.110297	0.0888082	0.0464909	0.0447209	0.0687345	0.353215	0.0630017	0.083895	0.0921396	0.716172	1.2087	0.458544	0.683683	0.888132	1.12596	1.46267	2.18082	0.5637759	0.4356736	0.162944	0.00155613	0.0287503	0.00425842	0.0153201	0.0296002	0.0512796	0.0788707	0.0936471	0.00467567	0.0418486	0.000116033	0.0231044	0.00247611	0.0157998	0.00623649	0.040036	0.110604	0.000414228	0.0903269	0.0229723	0.0184968	0.00968301	0.00931438	0.0143159	0.0735669	0.0131219	0.0174735	0.0191906	4.80128
6012	-571.7443	-597.9594	26.21515	0.602696	0.218713	0.111456	0.0528204	0.0985133	0.124173	0.842935	0.490103	0.436444	0.192572	0.233872	0.00810101	0.134834	0.0621091	0.0275162	0.0116354	0.0164616	0.681961	0.172995	0.18083	0.0117749	0.188821	0.0785291	0.00882596	0.000190841	0.228091	0.0397208	0.0674096	0.248142	0.304607	1.51132	0.514007	0.722834	0.903697	1.10657	1.38344	1.9455	0.4812157	0.148199	0.10816	0.0392504	0.020002	0.00947919	0.0176793	0.0222841	0.151274	0.0879543	0.0783246	0.0345591	0.0419709	0.00145381	0.0241974	0.0111462	0.00493809	0.0020881	0.00295422	0.122385	0.0310459	0.0324518	0.00211313	0.033886	0.0140929	0.00158391	3.42485e-05	0.0409334	0.00712832	0.0120974	0.0445319	5.572246
6048	-561.7264	-590.4571	28.73068	0.918419	0.0550877	0.141538	0.108767	0.0970259	0.131112	0.354635	0.100377	0.244278	0.178152	0.13683	0.000637247	0.0562866	0.0231252	0.0355886	0.00446857	0.0465926	0.434307	0.103923	0.0525393	0.00322044	0.18739	0.0295466	0.0446682	0.00109651	0.189673	0.0340685	0.0513692	0.0511767	0.463287	1.39464	0.327395	0.580095	0.843755	1.18518	1.72386	3.05442	0.8073705	0.2442581	0.240682	0.0144364	0.0370918	0.0285037	0.0254267	0.0343593	0.0929361	0.0263049	0.0640159	0.0466868	0.0358578	0.000166998	0.0147506	0.00606023	0.00932639	0.00117104	0.0122101	0.113815	0.0272342	0.0137685	0.000843953	0.0491076	0.00774303	0.0117058	0.000287353	0.049706	0.00892805	0.0134619	0.0134115	3.815899
6084	-565.8594	-592.5501	26.69069	0.653537	0.0492687	0.136589	0.260317	0.133953	0.174586	0.530041	0.312677	0.281989	0.200641	0.162406	0.00132556	0.00838789	0.00265354	0.0334985	0.0149231	0.0808181	0.941346	0.101355	0.0650719	0.0125043	0.24194	0.0494869	0.0653246	0.224602	0.0817618	0.0517143	0.0506495	0.177616	0.538019	1.33969	0.544112	0.743181	0.911557	1.09702	1.34557	1.83786	0.4400598	0.2952936	0.12812	0.00965866	0.026777	0.0510326	0.0262603	0.0342259	0.10391	0.0612974	0.0552812	0.0393337	0.0318382	0.000259863	0.00164437	0.000520201	0.00656706	0.00292554	0.0158436	0.184542	0.0198697	0.0127567	0.00245136	0.04743	0.00970145	0.0128063	0.0440312	0.0160286	0.0101381	0.00992936	0.03482	5.100985
6120	-567.726	-595.6355	27.90949	0.421637	0.0757614	0.137305	0.096573	0.0901978	0.213127	0.496361	0.396245	0.314533	0.208545	0.145838	0.0234833	0.0878128	0.0575398	0.0600644	0.00158562	0.0545705	0.716994	0.218024	0.0820227	0.00928377	0.338639	0.0271057	0.0202864	0.117569	0.00280325	0.0603704	0.0765745	0.0131905	0.284671	1.52598	0.410745	0.647945	0.87338	1.14498	1.54334	2.4346	0.6433745	0.1371689	0.0923824	0.0165996	0.0300841	0.0211595	0.0197627	0.0466969	0.108755	0.0868188	0.0689155	0.0456931	0.0319536	0.00514528	0.0192401	0.0126072	0.0131604	0.000347416	0.0119566	0.157096	0.0477698	0.0179715	0.00203411	0.0741972	0.00593897	0.00444484	0.0257597	0.000614203	0.0132274	0.0167778	0.00289009	4.564043
6156	-571.099	-598.9057	27.80673	0.630306	0.0737828	0.178905	0.0463469	0.166042	0.0824647	0.288475	0.483492	0.260949	0.227277	0.183189	0.00344991	0.0241583	0.0187006	0.0699272	0.00160388	0.0371248	0.309204	0.109438	0.176721	0.00538812	0.250632	0.0513276	0.0248417	0.267326	0.0199401	0.00498755	0.0961677	0.207768	0.576434	1.31145	0.384284	0.62724	0.864576	1.15664	1.59429	2.60224	0.6915235	0.323192	0.146585	0.017159	0.0416064	0.0107785	0.0386149	0.0191781	0.0670883	0.112442	0.0606866	0.0528559	0.0426027	0.000802316	0.00561828	0.00434905	0.0162624	0.000373	0.0086338	0.071909	0.0254511	0.0410985	0.00125307	0.0582874	0.0119368	0.00577723	0.0621697	0.00463729	0.00115991	0.0223649	0.0483189	4.299936
6192	-571.9251	-601.9803	30.05521	0.422884	0.0589566	0.208319	0.034435	0.085517	0.102513	0.0604992	0.302651	0.228591	0.143602	0.125327	0.00642207	0.0411593	0.023576	0.00736788	0.0289384	0.0381942	0.408869	0.014417	0.100151	0.0054764	0.154204	0.0218681	0.0630012	0.15638	0.0302963	0.000168281	0.0884304	0.0808604	0.461082	1.39626	0.328008	0.580625	0.843995	1.18484	1.72228	3.04871	0.8060173	0.2428133	0.138966	0.019374	0.0684569	0.0113158	0.0281022	0.0336872	0.0198809	0.0994555	0.0751185	0.0471897	0.0411844	0.00211039	0.0135256	0.00774742	0.00242119	0.0095096	0.0125512	0.13436	0.00473763	0.0329112	0.00179963	0.0506737	0.00718618	0.0207031	0.0513888	0.00995581	5.52996e-05	0.0290595	0.026572	3.043074
6228	-564.6415	-593.8157	29.17419	0.2061	0.166644	0.0670603	0.247919	0.224176	0.119474	0.297665	0.0693466	0.103684	0.00511579	0.125485	0.00799909	0.0510541	0.0197824	0.0396772	0.0267074	0.176347	0.478875	0.272753	0.0195875	0.0443352	0.319932	0.104641	0.0229436	0.0156883	0.105595	0.132031	0.141724	0.0420331	0.451637	1.40321	0.3992	0.638998	0.8696	1.14995	1.56495	2.50501	0.6639889	0.2366622	0.0563981	0.0456012	0.0183507	0.0678416	0.0613445	0.0326934	0.0814543	0.0189763	0.0283725	0.00139991	0.0343382	0.00218891	0.0139707	0.00541333	0.0108575	0.00730834	0.0482565	0.131042	0.0746373	0.00536001	0.0121321	0.0875478	0.0286344	0.00627839	0.00429301	0.0288956	0.0361297	0.0387821	0.0115021	3.654377
6264	-565.4658	-590.3602	24.89439	0.313184	0.328432	0.112785	0.0611303	0.245782	0.141681	0.29247	0.00596683	0.100576	0.169439	0.184188	0.0225944	0.0408176	0.092715	0.028209	0.084793	0.0480272	1.03391	0.0277432	0.114733	0.713422	0.0191908	0.106143	0.533603	0.432275	0.000960473	0.432496	0.296043	0.0545621	0.589378	1.30193	0.539522	0.740117	0.910383	1.09844	1.35114	1.85349	0.4461852	0.3328649	0.0518699	0.0543953	0.0186795	0.0101245	0.0407068	0.0234655	0.0484393	0.000988235	0.0166576	0.0280626	0.0305054	0.00374212	0.00676027	0.0153556	0.00467202	0.0140435	0.00795433	0.171237	0.00459487	0.0190022	0.118158	0.00317841	0.0175795	0.088376	0.071594	0.000159075	0.0716307	0.049031	0.00903666	6.037866
