Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
18864	-565.2618	-594.1278	28.866	0.0836346	0.0287685	0.15294	0.00694997	0.165597	0.079487	0.352977	0.3754	0.398969	0.0772667	0.119293	0.0066747	0.00768747	0.0418416	0.0293922	0.0605678	0.0335434	0.00383525	0.0356147	0.0664396	0.00938675	0.121852	0.131948	0.0805339	0.0982371	0.444825	0.569013	0.0426867	0.124036	0.471965	1.38826	0.343608	0.593933	0.849983	1.17649	1.68369	2.91029	0.7724203	0.2499771	0.0223061	0.00767283	0.0407907	0.00185362	0.0441661	0.0211999	0.0941423	0.100123	0.106409	0.0206078	0.0318166	0.0017802	0.00205032	0.0111596	0.00783918	0.016154	0.00894633	0.0010229	0.00949877	0.0177201	0.00250353	0.0324991	0.0351919	0.0214791	0.0262008	0.118639	0.151761	0.0113849	0.0330815	3.749399
18900	-569.2537	-598.6248	29.37108	0.361973	0.048875	0.118678	0.0203372	0.279048	0.040353	0.131654	0.224805	0.257318	0.154814	0.13686	0.0264477	0.0377633	0.0603598	0.0286312	0.0190202	0.36086	0.0325194	0.0116805	0.0772253	0.0373491	0.00620759	0.222806	0.0390801	0.0793376	0.228885	0.166345	0.038651	0.126319	0.475071	1.38598	0.285285	0.542423	0.826263	1.21027	1.84358	3.50526	0.9069207	0.2520369	0.107277	0.0144849	0.0351722	0.00602727	0.0827003	0.0119593	0.0390177	0.0666247	0.0762605	0.0458816	0.0405607	0.0078382	0.0111918	0.0178886	0.00848533	0.00563695	0.106947	0.00963765	0.00346172	0.022887	0.011069	0.00183972	0.0660322	0.011582	0.023513	0.0678338	0.0492989	0.0114549	0.0374367	3.374205
18936	-568.7916	-600.3177	31.52614	0.110191	0.018974	0.0499006	0.0313873	0.0607264	0.0417016	0.104013	0.132465	0.174315	0.138369	0.0384617	0.0424436	0.0154201	0.00427993	0.0217322	0.00597934	0.104024	0.064908	0.0255503	0.0324889	0.0251037	0.0125741	0.121676	0.0554781	0.00690851	0.175877	0.20889	0.0336473	0.0788283	0.493359	1.37253	0.237054	0.495577	0.803305	1.24486	2.01785	4.21845	1.040834	0.2643033	0.0569078	0.00979901	0.0257709	0.0162098	0.0313618	0.0215366	0.0537172	0.0684109	0.0900244	0.0714601	0.0198634	0.0219198	0.00796362	0.00221035	0.0112235	0.003088	0.0537225	0.0335214	0.0131953	0.0167788	0.0129647	0.00649381	0.0628388	0.0286514	0.00356787	0.0908307	0.10788	0.017377	0.0407105	1.936314
18972	-570.422	-596.9074	26.48545	0.936981	0.0877738	0.0727967	0.0921588	0.270441	0.0677357	0.0725585	0.240752	0.582649	0.523537	0.198443	0.140501	0.0514906	0.0334931	0.0127909	0.00235122	0.145085	0.274613	0.0260052	0.0590617	0.0232023	0.0969267	0.121541	0.0221945	0.0804365	0.72712	0.159273	0.0399512	0.0111126	0.513726	1.35755	0.463365	0.687179	0.889547	1.12417	1.45523	2.15813	0.5562138	0.2782499	0.18113	0.0169677	0.0140725	0.0178154	0.0522796	0.0130941	0.0140264	0.0465403	0.112633	0.101206	0.0383615	0.0271607	0.00995377	0.00647462	0.00247264	0.000454519	0.0280467	0.0530861	0.00502712	0.0114173	0.00448529	0.0187371	0.0234953	0.00429047	0.0155494	0.140561	0.0307895	0.00772306	0.00214819	5.172978
19008	-564.52	-595.8565	31.33642	0.28043	0.0554414	0.0357974	0.0167712	0.0169445	0.0611166	0.213819	0.0378277	0.115959	0.108976	0.0550685	0.0278588	0.0157373	0.0270341	0.0206865	0.00507707	0.0367203	0.0739547	0.00035196	0.0412642	0.0272506	0.0376317	0.0505406	0.0100659	0.0666163	0.117362	0.131094	0.0162409	0.0355757	0.519	1.35368	0.130249	0.370061	0.733346	1.36361	2.70226	7.6776	1.473836	0.2819118	0.161239	0.0318773	0.0205825	0.00964298	0.00974261	0.0351404	0.12294	0.0217499	0.0666731	0.0626582	0.0316629	0.016018	0.00904851	0.0155439	0.0118942	0.00291917	0.0211132	0.0425219	0.000202367	0.0237258	0.0156683	0.0216372	0.0290595	0.00578761	0.0383025	0.0674802	0.0753753	0.00933804	0.0204551	1.739214
19044	-561.1327	-590.8084	29.67578	0.728622	0.0508916	0.105485	0.0527149	0.0160617	0.262834	0.201939	0.189003	0.291487	0.0161559	0.0958218	0.0218084	0.0453569	0.02522	0.0611403	0.0129864	0.137141	0.0506902	0.0180092	0.114481	0.0904715	0.0434213	0.0296375	0.0620451	0.0229888	0.00116598	0.0248565	0.16437	0.383263	0.353231	1.47557	0.2827	0.540021	0.82512	1.21195	1.85178	3.53731	0.9135018	0.1760197	0.21946	0.0153285	0.0317721	0.0158777	0.00483777	0.0791652	0.0608237	0.0569274	0.0877954	0.00486612	0.0288614	0.00656867	0.0136614	0.00759622	0.0184154	0.00391149	0.0413066	0.0152678	0.00542435	0.0344814	0.0272499	0.0130785	0.00892679	0.0186879	0.00692421	0.00035119	0.00748674	0.049508	0.115438	3.320067
19080	-566.1771	-595.292	29.11489	0.351647	0.0125987	0.367696	0.0577488	0.136297	0.311117	0.130486	0.203921	0.196229	0.178202	0.129507	0.0195659	0.00497287	0.0508937	0.00453011	0.0074249	0.0887012	0.0698411	0.0561401	0.136684	0.410818	0.0627849	0.0490963	0.00618519	0.0599421	0.0123669	0.00805133	0.356798	0.222111	0.326551	1.49518	0.300377	0.556233	0.832769	1.20081	1.79781	3.32915	0.8696479	0.1605898	0.0949792	0.00340289	0.099314	0.0155978	0.0368135	0.0840322	0.0352441	0.0550787	0.0530011	0.0481321	0.0349795	0.00528473	0.00134316	0.0137463	0.00122358	0.00200545	0.0239581	0.018864	0.0151634	0.036918	0.110961	0.0169581	0.0132608	0.00167061	0.0161903	0.00334028	0.00217465	0.0963706	0.0599917	3.702355
19116	-573.8865	-605.2604	31.37388	0.29549	0.0228793	0.0531828	0.0111941	0.0164279	0.0387477	0.115252	0.0391359	0.208262	0.124702	0.0377861	0.0207096	0.00824583	0.0137041	0.0126218	0.0107939	0.0140419	0.0346891	0.010598	0.0179223	0.00945579	0.0369749	0.00874422	0.0351222	0.0633353	0.085349	0.0113633	0.00285298	0.00894251	0.738802	1.19206	0.112311	0.344261	0.716997	1.39471	2.90477	8.90387	1.58098	0.4557138	0.215918	0.0167182	0.0388614	0.0081797	0.0120041	0.0283135	0.0842159	0.0285971	0.15218	0.0911213	0.0276108	0.0151328	0.00602534	0.0100138	0.00922295	0.00788724	0.0102606	0.0253478	0.00774411	0.0130961	0.00690947	0.027018	0.00638952	0.0256643	0.04628	0.0623657	0.00830332	0.00208471	0.00653442	1.368525
19152	-560.9932	-590.8242	29.83103	0.628785	0.0467655	0.114121	0.0228964	0.0476347	0.0846577	0.0396391	0.151675	0.204428	0.155132	0.109061	0.00794032	0.0370915	0.0586611	0.0455795	0.0330772	0.0487953	0.179795	0.0649209	0.0789863	0.0185082	0.327255	0.0255226	0.0436577	0.0645568	0.125179	0.0321843	0.107525	0.0500143	0.58066	1.30834	0.259066	0.51751	0.814232	1.22815	1.93233	3.86002	0.9766289	0.3263342	0.212856	0.015831	0.0386321	0.00775087	0.0161252	0.0286582	0.0134186	0.0513447	0.0692028	0.0525152	0.0369193	0.00268795	0.0125562	0.0198579	0.0154295	0.0111973	0.0165181	0.0608641	0.021977	0.0267383	0.00626539	0.110782	0.00863987	0.0147789	0.0218537	0.0423754	0.010895	0.0363993	0.0169308	2.954045
19188	-560.325	-587.8186	27.49352	0.661719	0.0307905	0.148799	0.0527292	0.166183	0.114504	0.0961678	0.37039	0.45972	0.291608	0.22413	0.0110296	0.0452323	0.0773513	0.061516	0.0218715	0.063588	0.247764	0.0291521	0.0448409	0.0186512	0.982585	0.0158002	0.00155863	0.0162942	0.077253	0.0645579	0.271268	0.0617325	0.498857	1.36849	0.59781	0.778089	0.924705	1.08143	1.2852	1.67277	0.3720067	0.2680376	0.139934	0.0065113	0.0314666	0.0111507	0.0351429	0.0242141	0.0203367	0.0783266	0.0972174	0.0616665	0.0473969	0.00233244	0.00956532	0.0163575	0.0130088	0.00462519	0.013447	0.0523949	0.00616483	0.00948254	0.00394419	0.207788	0.00334129	0.000329605	0.00344575	0.0163368	0.0136521	0.0573652	0.0130546	4.728785
19224	-572.9762	-601.2052	28.229	0.338437	0.00873105	0.0971184	0.10091	0.17203	0.0352214	0.209516	0.246278	0.205018	0.237969	0.0882676	0.00930982	0.0771091	0.0573432	0.0781888	0.0318307	0.0867843	0.277483	0.0283968	0.0177575	0.0546753	0.229382	0.0122507	0.35506	0.272271	0.146485	0.050186	0.459163	0.0701533	0.472808	1.38764	0.29691	0.553092	0.8313	1.20294	1.80802	3.36802	0.8780416	0.2505355	0.0834962	0.00215404	0.0239602	0.0248956	0.0424417	0.0086895	0.0516899	0.0607595	0.0505802	0.0587097	0.0217766	0.00229683	0.0190237	0.0141472	0.01929	0.00785298	0.0214106	0.068458	0.0070058	0.00438098	0.013489	0.0565911	0.00302239	0.0875972	0.0671722	0.0361394	0.0123814	0.11328	0.0173076	4.053326
19260	-569.2251	-599.3556	30.13055	0.24361	0.168807	0.0703341	0.141728	0.124101	0.0390693	0.146103	0.154571	0.310754	0.332487	0.098196	0.0172647	0.00222696	0.0190532	0.0593049	0.00422589	0.438935	0.0757379	0.012874	0.107636	0.0385057	0.136703	0.0115503	0.135607	0.0414707	0.0423045	0.0737429	0.0591013	0.0408354	0.301853	1.51334	0.308369	0.563402	0.836103	1.19602	1.77493	3.24286	0.8506595	0.1466623	0.0774142	0.0536434	0.0223507	0.0450381	0.0394367	0.0124154	0.0464285	0.0491194	0.0987513	0.105657	0.0312046	0.00548637	0.00070768	0.0060547	0.0188459	0.0013429	0.139484	0.0240679	0.0040911	0.0342043	0.0122363	0.0434415	0.00367046	0.043093	0.0131785	0.0134435	0.0234339	0.0187812	0.0129767	3.146839
19296	-565.4423	-594.4682	29.0259	0.495768	0.0666904	0.0932885	0.120324	0.159235	0.158635	0.158425	0.111372	0.144398	0.0829938	0.125838	0.00300036	0.16194	0.0440223	0.0415604	0.00479082	0.282778	0.269405	0.0146837	0.100233	0.101453	0.523442	0.00368688	0.188028	0.00993372	0.0305004	0.00994121	0.0776726	0.041622	0.542275	1.33656	0.376148	0.620728	0.861765	1.16041	1.61101	2.65853	0.706997	0.2983259	0.136739	0.018394	0.0257301	0.0331869	0.043919	0.0437533	0.0436955	0.0307176	0.0398268	0.0228907	0.0347077	0.000827535	0.0446648	0.0121419	0.0114629	0.00132137	0.0779935	0.074305	0.00404995	0.0276455	0.0279819	0.144371	0.00101688	0.0518603	0.00273984	0.00841237	0.0027419	0.021423	0.0114799	3.62566
19332	-560.5266	-589.4187	28.89207	0.444503	0.101989	0.0583624	0.108951	0.0215291	0.0909536	0.139337	0.183324	0.312261	0.143424	0.19058	0.00068027	0.0212091	0.0569641	0.0382407	0.00727317	0.380349	0.0316141	0.0224102	0.157921	0.0374567	0.364251	0.00700143	0.133736	0.026978	0.199494	0.055656	0.198746	0.0523903	0.505376	1.36369	0.261969	0.52033	0.815613	1.22607	1.92186	3.81725	0.9685727	0.2724949	0.1239	0.0284284	0.0162679	0.0303688	0.00600101	0.0253523	0.0388387	0.0510995	0.0870392	0.0399779	0.0531222	0.000189618	0.00591181	0.0158781	0.0106592	0.00202732	0.106018	0.00881208	0.00624661	0.0440189	0.0104406	0.101531	0.00195157	0.0372775	0.00751983	0.0556068	0.0155135	0.0553983	0.0146032	3.587586
19368	-562.8782	-591.086	28.20782	0.627695	0.0511339	0.112636	0.0554838	0.127602	0.117647	0.36913	0.182023	0.338602	0.0421141	0.0886914	0.000932862	0.0526882	0.0409472	0.0703293	0.0245459	0.362202	0.164501	0.0581157	0.133839	0.0144663	0.266545	0.00255702	0.036532	0.0685655	0.343574	0.0300985	0.168037	0.0938677	0.431701	1.41787	0.255859	0.514376	0.81269	1.23048	1.9441	3.9084	0.985635	0.2238768	0.155174	0.0126409	0.027845	0.0137163	0.0315448	0.0290838	0.0912535	0.0449985	0.0837066	0.0104111	0.0219256	0.000230615	0.0130252	0.0101227	0.0173863	0.00606805	0.0895409	0.0406668	0.0143669	0.0330867	0.00357625	0.0658933	0.000632128	0.00903118	0.0169503	0.0849357	0.00744074	0.041541	0.0232053	4.045101
19404	-564.2545	-593.5157	29.2612	0.577367	0.148384	0.146849	0.101771	0.163627	0.0363441	0.185588	0.218759	0.0318972	0.219021	0.12972	0.00724842	0.0635673	0.116323	0.0567624	0.00984642	0.180161	0.133552	0.0648864	0.121107	0.00645975	0.148393	0.0305496	0.20395	0.00236638	0.31909	0.0539643	0.0873499	0.0354732	0.366032	1.46615	0.319713	0.573416	0.840712	1.18947	1.74393	3.12781	0.824539	0.1835699	0.160363	0.0412136	0.0407871	0.0282667	0.0454473	0.0100945	0.0515469	0.0607599	0.00885941	0.0608327	0.0360296	0.00201324	0.0176557	0.0323086	0.0157657	0.00273483	0.0500395	0.0370938	0.0180221	0.0336372	0.00179419	0.0412158	0.00848512	0.0566469	0.000657259	0.0886269	0.0149885	0.0242613	0.00985263	3.600377
19440	-566.4896	-593.5161	27.02655	1.16975	0.0125515	0.241716	0.0827054	0.100943	0.0686272	0.0670135	0.182819	0.340736	0.101591	0.103488	0.0266954	0.00969345	0.0780468	0.110903	0.00648791	0.118913	0.240573	0.29925	0.0716057	0.0192156	0.46874	0.00521003	0.0527563	0.100563	0.226195	0.0958171	0.174856	0.00836059	0.769905	1.16919	0.404864	0.643404	0.871466	1.14749	1.55423	2.46996	0.6538013	0.484188	0.255079	0.00273703	0.0527094	0.018035	0.0220121	0.0149651	0.0146132	0.0398661	0.0743021	0.0221532	0.0225669	0.00582129	0.00211379	0.0170192	0.0241838	0.00141478	0.0259306	0.0524603	0.0652555	0.0156146	0.00419023	0.102215	0.00113612	0.0115042	0.0219291	0.049325	0.0208942	0.0381297	0.00182314	4.585818
19476	-565.7947	-595.7007	29.90599	0.379007	0.0603254	0.0343323	0.0599385	0.067765	0.228791	0.130078	0.194509	0.0642988	0.129535	0.0735614	0.00624671	0.0270317	0.0398944	0.0121895	0.022687	0.218411	0.16306	0.236386	0.274422	0.020508	0.256534	0.00901181	0.0293096	0.0497766	0.298644	0.0343879	0.0166871	0.0150987	0.268845	1.53761	0.208928	0.465973	0.788015	1.26901	2.14605	4.78633	1.132155	0.1285627	0.120227	0.0191362	0.0108908	0.0190135	0.0214961	0.072576	0.0412629	0.0617012	0.0203966	0.0410906	0.0233348	0.00198155	0.00857489	0.0126551	0.00386672	0.00719669	0.0692835	0.0517253	0.0749855	0.0870512	0.00650546	0.0813765	0.00285869	0.00929747	0.0157899	0.0947345	0.0109084	0.0052934	0.00478955	3.152427
19512	-569.8958	-597.1547	27.2589	0.43998	0.0728647	0.209459	0.21926	0.0616503	0.325278	0.0706068	0.148489	0.342042	0.298813	0.132685	0.0549606	0.0342439	0.0810745	0.0297035	0.044083	0.239456	0.160877	0.163988	0.102269	0.0140923	0.511998	0.0361965	0.0296231	0.0423532	0.46579	0.0439844	0.0651478	0.0340844	0.720196	1.20574	0.381287	0.62485	0.863547	1.15802	1.60038	2.62269	0.6971842	0.4391961	0.0983184	0.0162824	0.0468059	0.0489961	0.0137764	0.072687	0.0157779	0.0331814	0.0764331	0.0667729	0.02965	0.0122816	0.00765218	0.018117	0.00663757	0.00985083	0.0535092	0.0359498	0.036645	0.0228532	0.00314907	0.114412	0.00808851	0.00661961	0.00946428	0.104086	0.0098288	0.014558	0.00761654	4.475056
19548	-563.3127	-592.6995	29.38673	0.4262	0.0552342	0.0565637	0.0769323	0.113635	0.0787071	0.158884	0.193204	0.367932	0.299476	0.11526	0.0184549	0.0468209	0.0630178	0.0385229	0.0147416	0.246513	0.203916	0.0420775	0.0685114	0.0192933	0.437624	0.018539	0.0795467	0.0612741	0.0813844	0.0795458	0.0367308	0.043208	0.487656	1.37672	0.44653	0.674887	0.884552	1.13052	1.48173	2.23949	0.5829733	0.260452	0.120336	0.0155952	0.0159706	0.0217215	0.0320845	0.0222226	0.0448603	0.0545504	0.103884	0.0845559	0.0325433	0.00521068	0.0132197	0.0177928	0.0108768	0.00416224	0.0696021	0.0575749	0.0118804	0.0193439	0.00544739	0.123562	0.0052344	0.0224597	0.0173005	0.0229786	0.0224594	0.0103708	0.0121996	3.541752
19584	-566.9141	-598.3572	31.44316	0.29243	0.040815	0.0955337	0.0483902	0.0777635	0.0457045	0.10272	0.152091	0.155633	0.0529498	0.0487348	0.024837	0.00209627	0.0546109	0.0312689	0.0163838	0.108759	0.117206	0.027779	0.0479752	0.00967963	0.0750511	0.0103898	0.0149156	0.042496	0.0535732	0.028457	0.0231461	0.0171332	0.675684	1.23847	0.252073	0.51065	0.810849	1.23328	1.95829	3.9671	0.9964148	0.4011626	0.160806	0.022444	0.0525337	0.0266096	0.0427619	0.0251328	0.0564852	0.0836345	0.0855823	0.0291169	0.0267991	0.0136578	0.00115273	0.0300304	0.0171947	0.0090094	0.0598061	0.0644512	0.0152756	0.0263814	0.0053228	0.0412704	0.00571331	0.00820207	0.0233684	0.0294597	0.0156484	0.012728	0.00942151	1.818523
19620	-563.2368	-593.7898	30.55302	0.385781	0.0264975	0.11209	0.095528	0.0806157	0.0393191	0.0799848	0.0881558	0.306854	0.122463	0.0678057	0.0156926	0.0290363	0.00762478	0.0519105	0.00290922	0.480489	0.202057	0.0714011	0.0814114	0.0510564	0.0740772	0.0368122	0.0426354	0.0748279	0.0198867	0.0554573	0.134286	0.0159241	0.261959	1.54268	0.251177	0.509764	0.81041	1.23394	1.96169	3.98125	0.9989888	0.124859	0.135239	0.00928894	0.0392941	0.0334882	0.0282605	0.0137836	0.0280394	0.0309038	0.10757	0.0429305	0.0237699	0.00550116	0.0101789	0.00267293	0.0181977	0.00101985	0.16844	0.0708327	0.0250303	0.0285394	0.0178983	0.0259684	0.0129048	0.0149462	0.0262315	0.00697146	0.019441	0.0470753	0.00558232	2.85259
19656	-559.6075	-587.7797	28.1722	0.485045	0.0624858	0.156165	0.0517115	0.0635339	0.134084	0.150711	0.324246	0.331616	0.111186	0.179461	0.00664248	0.070699	0.0397906	0.025701	0.00343358	0.68824	0.276538	0.132395	0.259833	0.0128779	0.0607875	0.0228144	0.185741	0.0925885	0.0056194	0.0528129	0.0952211	0.0716613	0.699704	1.22081	0.587362	0.771427	0.922227	1.08433	1.2963	1.70253	0.3847553	0.4214337	0.116776	0.0150436	0.0375972	0.0124497	0.0152959	0.0322811	0.0362842	0.0780631	0.0798374	0.0267682	0.0432058	0.00159919	0.017021	0.00957968	0.00618757	0.000826644	0.165696	0.0665771	0.0318745	0.0625554	0.00310038	0.0146348	0.00549263	0.0447175	0.0222909	0.00135288	0.0127148	0.0229247	0.0172526	4.153643
19692	-561.9828	-591.2148	29.23199	0.187485	0.0878556	0.0524643	0.0595676	0.143152	0.238536	0.212526	0.163582	0.257116	0.171359	0.205615	0.032532	0.0386886	0.118788	0.063666	0.0182247	0.518086	0.0892299	0.305807	0.232566	0.0277041	0.0106811	0.00962746	0.108566	0.103922	0.0326658	0.032069	0.0497717	0.0966943	0.49425	1.37187	0.495316	0.709894	0.898618	1.11282	1.40866	2.01891	0.5079991	0.2649069	0.051106	0.0239483	0.0143011	0.0162374	0.0390215	0.0650219	0.0579318	0.0445903	0.0700866	0.0467104	0.0560481	0.00886781	0.010546	0.0323802	0.0173546	0.00496781	0.141224	0.0243229	0.0833591	0.0633945	0.00755179	0.00291152	0.00262432	0.0295936	0.0283278	0.00890427	0.00874161	0.0135671	0.0263577	3.668549
19728	-558.858	-588.7715	29.91351	0.375458	0.0488321	0.13907	0.077079	0.148784	0.0689078	0.145347	0.16662	0.353245	0.0983143	0.0657791	0.0183163	0.0297686	0.0669733	0.0055785	0.02761	0.482916	0.132434	0.12291	0.0877478	0.00724694	0.00690442	0.0183394	0.0220004	0.0962414	0.0129904	0.0488502	0.00763176	0.0594126	0.480047	1.38232	0.223196	0.48123	0.795976	1.25632	2.07801	4.48036	1.084389	0.2553505	0.12765	0.0166021	0.0472816	0.0262057	0.0505844	0.0234276	0.0494159	0.0566484	0.120098	0.0334254	0.0223639	0.00622726	0.0101209	0.0227699	0.0018966	0.00938698	0.164184	0.0450254	0.0417876	0.0298329	0.00246385	0.00234739	0.00623511	0.00747979	0.0327206	0.00441652	0.0166083	0.00259468	0.0201994	2.94131
19764	-564.856	-591.5334	26.67748	0.393305	0.117289	0.0941398	0.0962067	0.0560509	0.0787558	0.138816	0.608177	0.430044	0.147244	0.113161	0.0375813	0.0390411	0.0859305	0.0207757	0.0724345	0.498727	0.17959	0.501452	0.106208	0.0271263	0.148582	0.0128073	0.0870412	0.429582	0.140241	0.0783305	0.0598533	0.0789517	0.645302	1.26081	0.390654	0.63229	0.866741	1.15375	1.58155	2.55981	0.6796366	0.3763361	0.0806374	0.0240472	0.0193011	0.0197248	0.0114919	0.0161469	0.0284608	0.124692	0.08817	0.0301887	0.023201	0.00770512	0.00800442	0.0176179	0.00425955	0.0148509	0.102252	0.0368205	0.10281	0.0217754	0.00556158	0.0304631	0.00262582	0.0178457	0.0880752	0.0287529	0.0160597	0.0122714	0.0161871	4.877445
19800	-567.0225	-597.4066	30.38413	0.360132	0.141597	0.0452998	0.0324315	0.0840803	0.09302	0.20988	0.214224	0.363672	0.0407404	0.0756236	0.00669238	0.00248726	0.0471324	0.048636	0.00911502	0.108609	0.0714841	0.261323	0.154042	0.053715	0.0558517	0.0115768	0.0178235	0.0519457	0.00982768	0.0374936	0.0630185	0.0620748	0.568381	1.31737	0.32748	0.580169	0.843788	1.18513	1.72364	3.05362	0.8071821	0.3172441	0.131745	0.0517997	0.0165718	0.0118642	0.0307586	0.034029	0.0767792	0.0783686	0.13304	0.0149039	0.027665	0.00244824	0.000909902	0.0172422	0.0177923	0.0033345	0.0397319	0.0261506	0.0955984	0.0563524	0.0196503	0.0204319	0.00423506	0.00652028	0.019003	0.00359521	0.0137161	0.0230537	0.0227085	2.73355
19836	-565.7179	-594.1167	28.39885	0.30673	0.0673781	0.0739841	0.00892566	0.17685	0.156664	0.123045	0.213804	0.276819	0.0511264	0.165673	0.00955683	0.0195195	0.00390942	0.0525378	0.0459853	0.534605	0.0638751	0.484297	0.0124942	0.0513157	0.00564405	0.0076885	0.264637	0.0867058	0.108258	0.0889092	0.190902	0.0826246	0.789612	1.1547	0.35553	0.603894	0.854405	1.1704	1.65592	2.8127	0.7477592	0.5028134	0.0821348	0.0180422	0.0198112	0.00239008	0.0473561	0.041951	0.0329485	0.0572515	0.0741256	0.0136904	0.0443633	0.00255909	0.00522685	0.00104685	0.0140683	0.0123138	0.143154	0.0171042	0.129683	0.00334565	0.0137411	0.00151134	0.00205879	0.0708635	0.0232177	0.028989	0.0238077	0.051119	0.0221249	3.734466
19872	-576.8625	-608.6336	31.77115	0.253149	0.062328	0.0902402	0.0063912	0.0582453	0.0842524	0.0992758	0.134393	0.0671211	0.0284094	0.0406754	0.00231376	0.0430239	0.0621372	0.00735431	0.0136794	0.119168	0.0295835	0.0325689	0.0125397	0.0272127	0.00171122	0.00567343	0.0653976	0.0270334	0.00515336	0.00403868	0.0333197	0.0269525	0.617822	1.28101	0.170065	0.421473	0.763721	1.30938	2.37263	5.88009	1.280969	0.3546266	0.175391	0.0431831	0.0625217	0.00442806	0.0403545	0.0583731	0.0687819	0.0931125	0.0465039	0.019683	0.0281814	0.00160306	0.0298085	0.0430509	0.00509533	0.00947756	0.0825641	0.0204965	0.0225649	0.00868795	0.018854	0.00118559	0.00393076	0.0453098	0.0187297	0.00357043	0.00279814	0.0230851	0.0186736	1.443343
19908	-560.1154	-591.7162	31.60081	0.276361	0.0335668	0.0492818	0.0284488	0.0919859	0.0286837	0.0619009	0.0721727	0.19047	0.0782993	0.0611503	0.0017493	0.01224	0.0370195	0.024349	0.0248228	0.0625449	0.0737863	0.315039	0.0170284	0.00587067	0.00289827	0.0219571	0.0133668	0.0469847	0.00802191	0.0146689	0.0332956	0.0069288	0.341181	1.48443	0.11103	0.34234	0.715747	1.39714	2.92107	9.0066	1.589275	0.1690004	0.163055	0.0198047	0.0290766	0.016785	0.0542724	0.0169236	0.036522	0.0425824	0.112379	0.0461972	0.0360791	0.0010321	0.00722168	0.0218418	0.0143661	0.0146457	0.036902	0.0435345	0.185876	0.0100469	0.00346374	0.00171	0.0129549	0.00788652	0.0277214	0.00473299	0.00865475	0.0196447	0.00408805	1.694893
19944	-565.7563	-594.9756	29.2193	0.616409	0.180803	0.0637599	0.06534	0.0693487	0.111365	0.0206836	0.239	0.169249	0.0836154	0.118652	0.0192992	0.0464054	0.0763019	0.0167192	0.0156324	0.0515556	0.0943111	0.650832	0.0230567	0.0534315	0.0184803	0.0164804	0.0847092	0.182287	0.000898488	0.0580898	0.0908774	0.0162475	0.563843	1.3207	0.214485	0.471977	0.791169	1.26395	2.11875	4.66232	1.113174	0.3139164	0.18944	0.055566	0.0195953	0.0200809	0.0213129	0.0342258	0.00635668	0.0734517	0.052015	0.0256974	0.0364652	0.0059312	0.0142617	0.0234498	0.0051383	0.00480429	0.0158445	0.0289846	0.20002	0.007086	0.016421	0.00567953	0.00506491	0.0260336	0.0560221	0.000276131	0.0178527	0.0279293	0.00499334	3.25384
19980	-572.071	-599.5656	27.49457	0.752762	0.0335123	0.095976	0.183509	0.0578559	0.0507624	0.0708705	0.370055	0.474903	0.205388	0.168506	0.00443625	0.0550758	0.0278576	0.11764	0.00392297	0.0609074	0.160484	0.651416	0.153318	0.0497121	0.191033	0.0887086	0.19623	0.208897	0.00641612	0.110455	0.0509091	0.00382776	0.417429	1.42836	0.362588	0.609712	0.856965	1.16691	1.64012	2.75795	0.733545	0.2148851	0.163454	0.00727683	0.0208401	0.039847	0.0125628	0.0110225	0.0153887	0.0803533	0.10312	0.0445977	0.0365893	0.000963282	0.0119591	0.00604897	0.0255443	0.00085183	0.0132254	0.0348473	0.141448	0.0332914	0.0107944	0.0414806	0.0192621	0.0426093	0.0453597	0.00139319	0.023984	0.0110543	0.000831155	4.605348
