Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
360	-566.972	-597.8641	30.8921	0.258774	0.14327	0.0130603	0.0344212	0.049175	0.0344402	0.100238	0.110432	0.240935	0.239133	0.076191	0.0138692	0.0576419	0.0232803	0.0346589	0.0161658	0.061846	0.0885653	0.0280738	0.0388715	0.0833112	0.150018	0.134591	0.00395214	0.00464981	0.0614025	0.269834	0.173174	0.0278956	0.351356	1.47694	0.271866	0.529826	0.820228	1.21917	1.88741	3.67828	0.9417585	0.1749218	0.100617	0.0557066	0.00507814	0.0133837	0.0191203	0.0133911	0.0389749	0.0429383	0.0936807	0.0929803	0.0296248	0.00539266	0.0224125	0.00905188	0.0134761	0.00628561	0.0240471	0.0344361	0.0109157	0.0151141	0.0323932	0.0583301	0.052332	0.00153668	0.00180795	0.0238746	0.104917	0.067334	0.0108464	2.571871
396	-570.848	-600.6148	29.76679	0.564124	0.0717025	0.0279909	0.0793404	0.105472	0.185655	0.149027	0.15733	0.301164	0.294086	0.124508	0.0215425	0.0153162	0.0199852	0.0724592	0.00385396	0.193209	0.102749	0.064327	0.0637609	0.0367057	0.0868748	0.0581295	0.0212439	0.0629669	0.0451615	0.205881	0.11716	0.0278078	0.286793	1.52442	0.243875	0.502481	0.80678	1.2395	1.99012	4.10046	1.020322	0.1383331	0.172014	0.0218636	0.00853503	0.0241926	0.0321606	0.05661	0.0454416	0.0479734	0.0918315	0.089673	0.0379652	0.00656875	0.00467023	0.0060939	0.0220944	0.00117515	0.0589136	0.0313303	0.0196147	0.019442	0.0111924	0.02649	0.0177249	0.00647772	0.0191999	0.0137707	0.0627774	0.0357245	0.0084792	3.279534
432	-564.5797	-592.5477	27.96797	1.01913	0.0394933	0.181942	0.0719087	0.0276296	0.0890659	0.144718	0.207952	0.398329	0.0820989	0.126149	0.00521473	0.0434023	0.049828	0.129543	0.0665175	0.0681443	0.19813	0.080037	0.146239	0.116896	0.0504659	0.12818	0.0827962	0.0423811	0.0439092	0.068198	0.699242	0.0723596	0.37517	1.45943	0.460739	0.685277	0.888778	1.12514	1.45926	2.17043	0.5603232	0.1890188	0.22749	0.00881566	0.0406129	0.0160514	0.00616746	0.0198812	0.0323038	0.0464188	0.0889147	0.018326	0.0281588	0.00116403	0.00968823	0.0111226	0.0289164	0.014848	0.0152111	0.0442263	0.0178658	0.0326434	0.0260935	0.0112649	0.0286122	0.0184817	0.00946028	0.00980137	0.0152231	0.156084	0.016152	4.479902
468	-562.3783	-588.356	25.97769	1.01584	0.10611	0.0671027	0.0243943	0.00477036	0.173885	0.12444	0.280895	0.305802	0.0312494	0.136988	0.0271109	0.0158276	0.0419647	0.050364	0.00671217	0.188119	0.0886796	0.194061	0.138388	0.119769	0.0773771	0.278255	0.00802748	0.110631	0.0102848	0.0347953	1.47058	0.0224933	0.646547	1.25989	0.297012	0.553185	0.831343	1.20287	1.80771	3.36687	0.8777938	0.3773355	0.197063	0.0205843	0.0130172	0.00473224	0.000925398	0.0337318	0.0241401	0.0544907	0.0593222	0.00606206	0.0265742	0.00525923	0.00307038	0.00814071	0.00977007	0.00130209	0.0364932	0.0172029	0.0376458	0.0268458	0.023234	0.0150103	0.0539786	0.00155724	0.0214613	0.00199515	0.00674992	0.285277	0.00436345	5.154923
504	-557.0316	-589.0063	31.97467	0.237191	0.0140964	0.053489	0.00806849	0.024482	0.0765925	0.0659661	0.0521889	0.0537328	0.0396047	0.031798	0.00865826	0.0151607	0.0150052	0.0124225	0.00276264	0.0353026	0.0396541	0.0288402	0.0325513	0.0180811	0.00953047	0.0565462	0.00155268	0.0544533	0.00412185	0.0159169	0.207891	0.00878647	0.446369	1.40708	0.103625	0.331009	0.70827	1.41189	3.02107	9.65017	1.63918	0.2332578	0.193713	0.0115125	0.0436842	0.00658949	0.0199943	0.0625527	0.0538742	0.0426224	0.0438833	0.0323449	0.0259692	0.00707115	0.0123816	0.0122547	0.0101454	0.00225624	0.0288314	0.0323853	0.0235536	0.0265845	0.0147667	0.00778348	0.046181	0.00126806	0.0444717	0.00336629	0.0129992	0.169784	0.00717587	1.224448
540	-567.7266	-596.4636	28.73703	0.568038	0.0497861	0.0635659	0.113706	0.111685	0.141371	0.0835138	0.130693	0.480603	0.254353	0.120678	0.0130203	0.0547597	0.0641022	0.0240417	0.0166846	0.115878	0.0308732	0.0464532	0.143356	0.135742	0.0866385	0.0898133	0.00617875	0.0708026	0.0725877	0.0414766	0.607936	0.00378369	0.234601	1.56279	0.151492	0.398358	0.7504	1.33262	2.5103	6.60102	1.364593	0.11038	0.151796	0.0133043	0.0169866	0.0303853	0.0298454	0.0377784	0.0223172	0.0349249	0.128431	0.0679703	0.0322486	0.00347938	0.0146333	0.0171299	0.00642463	0.00445858	0.0309659	0.0082502	0.0124136	0.0383087	0.036274	0.0231523	0.0240006	0.00165114	0.0189205	0.0193975	0.0110837	0.162458	0.00101111	3.74212
576	-567.4139	-596.6421	29.22817	0.538382	0.0951144	0.252723	0.128051	0.197089	0.0997033	0.0514709	0.17452	0.337767	0.172584	0.0868226	0.0105278	0.07915	0.0218202	0.107298	0.011888	0.131552	0.153567	0.370486	0.185419	0.0237893	0.00644558	0.0177041	0.00985417	0.0574118	0.026026	0.0820294	0.0226449	0.100471	0.470551	1.3893	0.353025	0.601815	0.853486	1.17166	1.66164	2.83266	0.7528721	0.2490411	0.151558	0.0267754	0.0711434	0.0360471	0.0554819	0.0280672	0.0144894	0.0491286	0.0950838	0.0485836	0.0244412	0.00296365	0.0222813	0.00614255	0.030205	0.00334656	0.0370328	0.0432302	0.104294	0.0521967	0.00669686	0.00181448	0.00498381	0.00277402	0.0161618	0.0073265	0.0230918	0.00637469	0.0282833	3.552311
612	-569.7135	-599.3099	29.59639	0.419066	0.0649368	0.0606125	0.0435593	0.183312	0.0874691	0.263713	0.141086	0.318425	0.0795506	0.155572	0.0235209	0.0254844	0.025611	0.0395095	0.0372379	0.079721	0.00786521	0.00646281	0.00815027	0.0973554	0.0175954	0.123807	0.00486925	0.0190467	0.445521	0.00808948	0.0986049	0.0519948	0.736423	1.19381	0.25513	0.513661	0.812337	1.23102	1.94681	3.91957	0.9876985	0.453581	0.142649	0.0221043	0.0206323	0.0148274	0.0623989	0.0297742	0.0897671	0.0480252	0.108391	0.0270788	0.0529561	0.00800644	0.00867481	0.00871789	0.0134489	0.0126757	0.0271368	0.00267729	0.00219992	0.00277433	0.0331395	0.0059894	0.0421435	0.00165748	0.00648344	0.151654	0.00275363	0.0335648	0.0176989	2.93775
648	-576.8176	-604.0085	27.19098	0.740013	0.0272111	0.120506	0.0326482	0.0736402	0.531974	0.105253	0.300363	0.399118	0.352503	0.0480146	0.0411671	0.0306279	0.0394575	0.0547141	0.0136227	0.0285256	0.0500791	0.0554119	0.501281	0.352761	0.0290488	0.19985	0.0113873	0.073412	0.271658	0.0429686	0.0316924	0.0756387	0.461697	1.39581	0.285293	0.542431	0.826267	1.21026	1.84355	3.50517	0.9069005	0.2432157	0.159673	0.00587137	0.0260017	0.00704453	0.0158894	0.114784	0.0227105	0.0648096	0.0861179	0.0760598	0.0103601	0.00888266	0.00660861	0.00851377	0.0118057	0.00293939	0.006155	0.0108056	0.0119563	0.108162	0.0761156	0.00626788	0.0431218	0.00245705	0.0158402	0.0586159	0.00927137	0.0068383	0.0163206	4.634547
684	-564.8225	-592.7832	27.96073	0.144508	0.294888	0.0212653	0.10434	0.0945456	0.193994	0.216031	0.508291	0.489037	0.290114	0.115004	0.0471856	0.0595551	0.0459744	0.026089	0.0194124	0.00559045	0.066096	0.064167	0.481134	0.0861665	0.0427239	0.0872891	0.020585	0.0472052	0.533804	0.0208409	0.0224642	0.216716	0.594444	1.2982	0.580854	0.767246	0.920665	1.08617	1.30336	1.7216	0.3928117	0.3366897	0.0331059	0.0675571	0.00487175	0.0239036	0.0216599	0.0444428	0.0494915	0.116446	0.112036	0.0664635	0.0263468	0.0108099	0.0136437	0.0105325	0.00597685	0.00444728	0.00128074	0.0151422	0.0147003	0.110225	0.0197402	0.0097878	0.0199974	0.0047159	0.0108144	0.122291	0.00477453	0.00514641	0.0496485	4.365016
720	-564.8874	-595.7395	30.85214	0.211932	0.0395628	0.0999633	0.0463446	0.0429381	0.121069	0.120458	0.206651	0.127319	0.0949363	0.138308	0.0183521	0.0149195	0.0478384	0.0207142	0.020053	0.0383646	0.0165207	0.423712	0.0432928	0.105436	0.0474184	0.00206792	0.0426081	0.0918765	0.0362224	0.0202588	0.0593586	0.120688	0.424306	1.4233	0.22079	0.478693	0.794664	1.25839	2.08902	4.5292	1.092228	0.2192009	0.0876046	0.0163538	0.0413211	0.0191571	0.017749	0.0500454	0.049793	0.0854216	0.0526287	0.0392431	0.0571714	0.00758607	0.00616718	0.0197746	0.0085625	0.00828915	0.0158585	0.00682904	0.175147	0.0178956	0.0435832	0.019601	0.0008548	0.0176126	0.0379783	0.014973	0.00837425	0.0245366	0.0498879	2.419182
756	-569.3318	-597.9088	28.57696	0.5222	0.0396086	0.220226	0.083004	0.024545	0.0876623	0.109925	0.170996	0.224612	0.012844	0.107027	0.00611714	0.0309085	0.0285214	0.0117872	0.078383	0.0336437	0.147125	0.118909	0.717092	0.0604326	0.052173	0.25015	0.109531	0.0390417	0.196554	0.0244944	0.0393973	0.16027	0.593804	1.29867	0.27634	0.53406	0.822268	1.21615	1.87245	3.61873	0.9299566	0.336205	0.140862	0.0106843	0.0594052	0.0223901	0.00662092	0.0236466	0.0296521	0.0461256	0.0605883	0.00346462	0.0288702	0.00165008	0.00833746	0.00769356	0.00317956	0.0211436	0.00907528	0.0396865	0.0320752	0.193433	0.0163015	0.0140735	0.0674771	0.0295457	0.0105314	0.0530197	0.00660728	0.0106273	0.0432324	3.70718
792	-566.7445	-597.5378	30.79328	0.263806	0.0144886	0.0451431	0.0158903	0.0919952	0.0513503	0.051136	0.249932	0.193521	0.0093143	0.0762076	0.0167952	0.0103233	0.0143263	0.0243689	0.00365762	0.0163718	0.0440177	0.112733	0.108373	0.0205425	0.000805221	0.200252	0.0615936	0.0227537	0.135915	0.00296078	0.000188925	0.0342249	0.794405	1.15117	0.154733	0.402493	0.752821	1.32834	2.48452	6.46273	1.349284	0.507414	0.139359	0.00765384	0.0238475	0.00839427	0.0485978	0.0271266	0.0270134	0.132031	0.10223	0.00492042	0.0402578	0.00887234	0.00545342	0.0075681	0.0128732	0.0019322	0.00864865	0.023253	0.0595531	0.0572497	0.0108519	0.00042537	0.105786	0.0325377	0.01202	0.0717993	0.00156408	9.98025e-05	0.0180798	1.892989
828	-567.8494	-596.0798	28.23038	0.644218	0.00318658	0.171524	0.13066	0.310996	0.00450851	0.150852	0.516271	0.114344	0.156231	0.12679	0.0466582	0.018385	0.0594201	0.0746361	0.0124525	0.0173864	0.170991	0.024175	0.152192	0.279372	0.0574579	0.020196	0.0152421	0.14722	0.402434	0.042942	0.0152637	0.0519875	0.506107	1.36316	0.243514	0.502119	0.806598	1.23978	1.99156	4.10653	1.021392	0.2729966	0.16359	0.00080919	0.0435561	0.0331793	0.0789732	0.00114487	0.0383068	0.1311	0.0290361	0.0396729	0.0321966	0.0118482	0.00466863	0.0150889	0.0189528	0.00316215	0.00441504	0.043421	0.00613892	0.0386471	0.0709428	0.0145907	0.00512851	0.00387053	0.0373845	0.102193	0.0109045	0.00387602	0.0132015	3.937992
864	-570.8944	-596.902	26.00756	1.05158	0.00880419	0.0977094	0.0561539	0.149421	0.000709762	0.57996	0.255038	0.47191	0.157263	0.130307	0.0431156	0.069253	0.0670023	0.077945	0.0122751	0.0946384	0.271761	0.057289	0.230623	0.295804	0.0125913	0.0755537	0.130774	0.0969419	0.678546	0.204327	0.0043802	0.1243	0.516914	1.35521	0.555485	0.750717	0.914431	1.09358	1.33206	1.80023	0.4251016	0.2804609	0.190989	0.00159902	0.0177461	0.0101987	0.027138	0.000128908	0.105333	0.0463203	0.0857087	0.0285623	0.0236664	0.00783069	0.0125778	0.012169	0.0141564	0.00222941	0.0171883	0.0493574	0.0104049	0.0418859	0.0537243	0.00228685	0.0137221	0.0237514	0.0176067	0.123238	0.0371101	0.000795535	0.0225754	5.505976
900	-564.3801	-593.7294	29.34922	0.511934	0.0347017	0.161038	0.0606847	0.0811422	0.0999297	0.0443807	0.347952	0.385003	0.0118996	0.108252	0.00900935	0.0487469	0.0271279	0.0270083	0.00926864	0.023347	0.180447	0.24933	0.0349921	0.0412368	0.0161297	0.102809	0.0666959	0.0114365	0.0581225	0.358855	0.0154453	0.00114404	0.737096	1.19331	0.28175	0.539134	0.824697	1.21257	1.85483	3.54925	0.9159376	0.4541835	0.163658	0.0110936	0.0514817	0.0194	0.02594	0.0319461	0.0141879	0.111235	0.12308	0.00380415	0.0346065	0.00288016	0.0155837	0.00867243	0.00863418	0.00296305	0.0074637	0.0576863	0.0797074	0.0111865	0.0131828	0.00515645	0.0328666	0.0213217	0.00365609	0.018581	0.114721	0.00493764	0.000365735	3.128069
936	-563.4083	-592.6454	29.23705	0.814755	0.10054	0.0600809	0.0447897	0.165869	0.0719696	0.278394	0.214019	0.20898	0.0898686	0.0842798	0.00704872	0.0311259	0.0132427	0.0344421	0.00362725	0.0180723	0.111734	0.0256398	0.0263881	0.0148385	0.0578956	0.10063	0.0856757	0.071048	0.547612	0.0490859	0.026364	0.0152354	0.561908	1.32213	0.28969	0.546492	0.828192	1.20745	1.82985	3.45196	0.8958411	0.3125021	0.241534	0.029805	0.017811	0.0132779	0.0491719	0.0213354	0.08253	0.0634458	0.061952	0.0266415	0.0249847	0.00208959	0.00922728	0.00392581	0.0102103	0.0010753	0.00535753	0.0331234	0.00760091	0.00782276	0.00439886	0.0171632	0.0298319	0.0253986	0.0210622	0.162339	0.0145515	0.00781561	0.00451653	3.373251
972	-564.3268	-595.7822	31.45544	0.400036	0.061681	0.0537947	0.0673063	0.0891701	0.0650062	0.0790742	0.184639	0.158296	0.0687288	0.0742041	0.020576	0.0239302	0.0230854	0.0086539	0.00274584	0.00516032	0.0963955	0.0237799	0.0173646	0.0306214	0.0217982	0.0483547	0.0337964	0.0265165	0.31061	0.0625373	0.0241088	0.00254502	0.448681	1.40538	0.262809	0.521143	0.816011	1.22547	1.91886	3.80504	0.9662563	0.2347495	0.191908	0.0295901	0.0258068	0.0322887	0.0427774	0.0311852	0.0379341	0.0885766	0.075939	0.0329711	0.0355977	0.00987087	0.01148	0.0110747	0.00415151	0.00131726	0.00247555	0.0462436	0.0114079	0.00833028	0.0146899	0.0104572	0.0231971	0.0162131	0.0127207	0.149008	0.0300009	0.0115656	0.00122091	2.084517
1008	-581.6353	-612.6928	31.05748	0.387118	0.0254219	0.0716073	0.0633616	0.0383243	0.0292357	0.133236	0.0181335	0.0917187	0.161946	0.0634449	0.00613314	0.0081386	0.0130158	0.0306151	0.0322337	0.00322449	0.00215566	0.00105721	0.00472757	0.0392792	0.0588034	0.0601649	0.0158525	0.0292043	0.00129804	0.119227	0.0527451	0.0634766	0.682076	1.23377	0.102576	0.32937	0.707174	1.41408	3.0361	9.74887	1.646537	0.4065	0.238241	0.0156452	0.0440687	0.0389941	0.0235856	0.0179923	0.0819963	0.0111598	0.0564457	0.0996655	0.0390454	0.00377447	0.00500867	0.0080102	0.0188412	0.0198373	0.00198442	0.00132664	0.000650633	0.00290945	0.0241733	0.0361889	0.0370268	0.00975597	0.017973	0.000798844	0.0733749	0.0324605	0.0390649	1.6249
1044	-569.3509	-600.3477	30.99682	0.367039	0.0250771	0.128652	0.0695897	0.0618656	0.0495427	0.0605459	0.0771886	0.0978107	0.161508	0.0364913	0.00426977	0.0112052	0.0223037	0.00580174	0.00907117	0.109977	0.0528983	0.0168569	0.0358249	0.0305022	0.0526861	0.0390448	0.0278849	0.129604	0.00543402	0.00676408	0.186731	0.00320337	0.707697	1.21493	0.167007	0.417759	0.761616	1.313	2.39372	5.98776	1.294089	0.4283095	0.194677	0.0133009	0.068237	0.0369103	0.0328135	0.0262774	0.0321135	0.0409407	0.0518787	0.0856635	0.0193549	0.00226468	0.00594322	0.0118299	0.00307723	0.00481134	0.0583317	0.0280572	0.00894091	0.0190015	0.0161783	0.0279446	0.0207093	0.0147901	0.0687417	0.0028822	0.00358766	0.0990418	0.00169906	1.885374
