Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	tree_length
9936	-563.5609	-593.4099	29.849	0.565552	0.0487581	0.175795	0.0318209	0.150772	0.085793	0.0473184	0.180104	0.214322	0.0389935	0.115352	0.00667616	0.0348485	0.0285734	0.034799	0.0100666	0.00359643	0.0741024	0.0176362	0.0980792	0.421693	0.136846	0.0228547	0.120661	0.0945983	0.0940818	0.0668012	0.0103998	0.0366094	0.447028	1.4066	0.200257	0.456439	0.782949	1.27722	2.19088	4.99359	1.162806	0.2336826	0.190582	0.0164307	0.0592402	0.0107231	0.0508078	0.0289108	0.0159455	0.060692	0.0722229	0.0131402	0.0388716	0.00224975	0.0117434	0.00962876	0.0117267	0.00339228	0.00121194	0.0249713	0.00594309	0.0330511	0.142103	0.046115	0.00770165	0.0406607	0.0318781	0.031704	0.0225109	0.00350457	0.0123368	2.967504
9972	-565.7652	-596.0834	30.31815	0.350753	0.133992	0.0837594	0.0890551	0.0492924	0.0645942	0.228164	0.352158	0.221817	0.21037	0.0984919	0.00241269	0.0173252	0.0916708	0.0527604	0.00929574	0.0263723	0.181598	0.0127102	0.00613161	0.0420912	0.0370388	0.0135473	0.0739741	0.0151604	0.00118315	0.101045	0.1231	0.207871	0.55558	1.32678	0.421711	0.656325	0.876889	1.1404	1.52364	2.37129	0.6243229	0.3078997	0.121044	0.0462404	0.0289051	0.0307326	0.0170107	0.0222913	0.0787387	0.121529	0.0765484	0.072598	0.0339893	0.000832613	0.00597889	0.0316353	0.0182074	0.00320793	0.009101	0.0626689	0.00438624	0.002116	0.0145256	0.012782	0.00467514	0.0255283	0.00523182	0.000408301	0.0348704	0.0424816	0.0717358	2.897735
10008	-563.9951	-592.2439	28.24883	0.610907	0.0839189	0.150462	0.110129	0.187575	0.10537	0.260055	0.509903	0.358003	0.13429	0.140665	0.00422667	0.00425996	0.137044	0.0670049	0.000955947	0.0379713	0.436306	0.0505108	0.103422	0.0679192	0.075316	0.0213005	0.0441543	0.0304635	0.00775134	0.00975573	0.30374	0.117928	0.673972	1.23973	0.644061	0.806888	0.935249	1.06923	1.23933	1.55265	0.318123	0.3997393	0.146454	0.0201181	0.0360707	0.0264016	0.0449679	0.0252607	0.0623438	0.122241	0.0858251	0.0321937	0.033722	0.00101327	0.00102125	0.032854	0.0160633	0.000229172	0.00910296	0.104597	0.0121091	0.0247936	0.0162825	0.0180557	0.00510643	0.0105852	0.0073031	0.00185825	0.00233877	0.0728165	0.0282711	4.171308
10044	-570.0176	-597.0497	27.03217	0.476225	0.170229	0.108951	0.00460978	0.0729868	0.455101	0.328726	0.315901	0.1867	0.235574	0.1233	0.0460569	0.00985375	0.088841	0.0624933	0.00649637	0.0403455	0.106461	0.00615509	0.118915	0.0343733	0.0677313	0.170407	0.146738	0.0201878	0.0307811	0.0771535	1.12425	0.130759	0.809624	1.13998	0.694881	0.837335	0.94612	1.05695	1.19426	1.43909	0.2632073	0.5222113	0.099915	0.0357152	0.0228585	0.000967161	0.0153131	0.0954831	0.0689688	0.0662781	0.0391708	0.0494248	0.025869	0.00966302	0.00206738	0.0186394	0.0131115	0.00136298	0.00846474	0.0223362	0.00129138	0.0249491	0.00721173	0.0142104	0.0357523	0.0307866	0.00423553	0.00645806	0.0161873	0.235875	0.027434	4.766305
10080	-573.5142	-599.9256	26.41134	0.568887	0.0227428	0.196041	0.0613123	0.0875304	0.119972	0.327274	0.335792	0.0988517	0.347594	0.171908	0.01755	0.069919	0.0885253	0.25539	0.0578903	0.140341	0.0202009	0.08125	0.905093	0.141923	0.127663	0.0128334	0.179194	0.0613423	0.140518	0.408722	0.0607385	0.169362	0.51337	1.35782	0.541193	0.741233	0.910811	1.09792	1.3491	1.84777	0.4439498	0.2780034	0.107818	0.00431032	0.0371545	0.0116202	0.0165892	0.0227377	0.0620265	0.0636408	0.0187348	0.0658776	0.0325808	0.00332615	0.0132514	0.0167777	0.0484028	0.0109716	0.026598	0.00382858	0.0153989	0.171537	0.0268978	0.0241953	0.00243224	0.0339617	0.0116259	0.0266316	0.0774629	0.0115114	0.0320983	5.276361
10116	-568.2318	-596.9063	28.67451	0.554094	0.19973	0.0439762	0.099611	0.190236	0.0447254	0.154332	0.36293	0.513672	0.148675	0.108411	0.00338582	0.0568362	0.0578949	0.0440342	0.0122271	0.173532	0.113628	0.0640629	0.0903307	0.104601	0.104195	0.313912	0.0870974	0.278423	0.0770256	0.0815433	0.0337191	0.0466376	0.499852	1.36776	0.766143	0.878168	0.960279	1.04136	1.13873	1.30524	0.1926156	0.2687166	0.133084	0.047972	0.0105624	0.0239249	0.0456916	0.0107423	0.037068	0.0871699	0.123376	0.0357094	0.0260387	0.00081322	0.0136511	0.0139054	0.0105763	0.00293676	0.0416795	0.0272915	0.0153869	0.021696	0.0251234	0.025026	0.0753965	0.0209194	0.0668727	0.0185003	0.0195854	0.00809878	0.0112016	4.163477
10152	-571.4058	-599.8625	28.45673	0.551687	0.0720368	0.297657	0.116521	0.19843	0.084912	0.120079	0.132055	0.325523	0.485996	0.100264	0.00941918	0.114234	0.0172431	0.0474668	0.0641616	0.0420978	0.0734983	0.274811	0.195775	0.166305	0.0781035	0.0114308	0.0585869	0.0609801	0.0619706	0.0490032	0.126666	0.310821	0.336217	1.48808	0.463564	0.687323	0.889605	1.12409	1.45492	2.1572	0.5559024	0.1661331	0.129878	0.0169589	0.0700743	0.0274313	0.0467143	0.01999	0.028269	0.0310882	0.0766344	0.114413	0.0236042	0.00221746	0.026893	0.00405936	0.0111746	0.0151049	0.00991065	0.0173029	0.0646959	0.0460893	0.0391515	0.0183871	0.00269104	0.0137925	0.0143559	0.0145891	0.0115363	0.0298197	0.0731733	4.247735
10188	-562.3835	-591.8674	29.4838	0.480402	0.0305109	0.144317	0.0178471	0.0653452	0.0214326	0.102067	0.246431	0.272549	0.262565	0.11896	0.0300021	0.0151131	0.0374514	0.0373579	0.0165604	0.0058129	0.0773608	0.507329	0.220088	0.106218	0.0301508	0.0323352	0.0895372	0.0659973	0.00159134	0.0427329	0.12412	0.188598	0.496635	1.37012	0.364918	0.61162	0.8578	1.16577	1.635	2.74034	0.7289128	0.2665259	0.141679	0.00899819	0.0425615	0.00526342	0.0192714	0.00632086	0.0301013	0.0726769	0.0803793	0.077435	0.0350833	0.00884812	0.00445712	0.0110451	0.0110175	0.00488395	0.00171432	0.022815	0.14962	0.0649076	0.0313254	0.00889197	0.0095362	0.0264061	0.0194637	0.000469313	0.0126027	0.0366051	0.0556208	3.390783
10224	-568.9561	-599.5863	30.63015	0.699757	0.0201392	0.07841	0.0792371	0.0699096	0.0970707	0.0857348	0.167838	0.114166	0.102012	0.0765649	0.072013	0.0208087	0.0639533	0.0195353	0.0243943	0.0848092	0.0134725	0.290003	0.0357649	0.0480636	0.0825236	0.00171882	0.181975	0.00307034	0.0288152	0.0438213	0.0182665	0.0357777	0.561312	1.32256	0.383344	0.626491	0.864254	1.15707	1.59619	2.60862	0.6932948	0.3120676	0.263104	0.00757221	0.0294816	0.0297926	0.0262855	0.0364979	0.0322357	0.0631059	0.0429257	0.0383559	0.0287878	0.0270764	0.00782394	0.024046	0.00734513	0.00917208	0.0318876	0.00506555	0.109039	0.0134474	0.0180716	0.0310283	0.000646263	0.0684212	0.00115443	0.0108343	0.0164765	0.00686807	0.0134521	2.659626
10260	-569.2899	-598.0964	28.80649	0.26548	0.125773	0.0254337	0.0524219	0.304633	0.187312	0.137552	0.291243	0.565341	0.126429	0.0908966	0.0193901	0.034173	0.0328781	0.0377094	0.00146443	0.138497	0.00428987	0.000895898	0.0167475	0.258017	0.510457	0.0178397	0.0281537	0.043143	0.118803	0.0588663	0.28015	0.0214949	0.583294	1.3064	0.458029	0.683308	0.887981	1.12615	1.46347	2.18327	0.5645882	0.3283008	0.0699464	0.0331375	0.00670103	0.0138116	0.080262	0.0493513	0.0362409	0.0767341	0.148951	0.0333104	0.0239486	0.00510873	0.00900359	0.00866242	0.00993533	0.000385835	0.03649	0.00113026	0.000236043	0.00441248	0.0679799	0.134491	0.00470024	0.00741768	0.0113669	0.031301	0.0155095	0.0738113	0.00566328	3.795486
10296	-563.8096	-593.9348	30.12523	0.207691	0.0891069	0.0651085	0.0539609	0.0703511	0.0692223	0.03208	0.182233	0.185879	0.0489223	0.131729	0.0115324	0.0611625	0.0812111	0.0317327	0.00452568	0.00151666	0.0925032	0.342275	0.207733	0.0512254	0.181266	0.000315679	0.15123	0.0395691	0.196107	0.00398438	0.0165268	0.329148	0.64865	1.25835	0.438911	0.669246	0.882239	1.13348	1.49422	2.27837	0.5954176	0.3790282	0.0706467	0.0303101	0.0221469	0.018355	0.0239302	0.0235462	0.0109121	0.0619872	0.0632274	0.0166411	0.0448082	0.00392278	0.0208046	0.0276243	0.010794	0.00153943	0.000515898	0.0314653	0.116426	0.0706611	0.0174245	0.0616582	0.000107379	0.0514413	0.0134596	0.0667064	0.0013553	0.00562166	0.111961	2.939847
10332	-559.4465	-587.4686	28.02211	0.639552	0.123209	0.0723938	0.0646932	0.110914	0.123136	0.177126	0.296125	0.398335	0.222187	0.130591	0.00138911	0.112425	0.0316755	0.0130056	0.0102078	0.00962546	0.0325538	0.544002	0.1893	0.113246	0.137395	0.000380331	0.0979718	0.122828	0.160386	0.00241018	0.0417193	0.201074	0.485066	1.37863	0.312307	0.5669	0.837719	1.19372	1.76398	3.20198	0.8414848	0.2587112	0.153008	0.0294768	0.0173197	0.0154774	0.0265354	0.0294593	0.0423762	0.0708456	0.0952987	0.0531565	0.0312429	0.000332334	0.0268969	0.00757813	0.00311151	0.00244214	0.00230282	0.00778825	0.130148	0.0452886	0.0270934	0.0328707	9.09915e-05	0.023439	0.0293857	0.0383711	0.000576618	0.00998104	0.0481055	4.179857
10368	-575.6772	-603.1145	27.43733	0.322022	0.142058	0.185894	0.22784	0.134572	0.23572	0.0937047	0.257904	0.404938	0.0838992	0.109172	0.0184429	0.0231748	0.0676343	0.0876673	0.00125629	0.26589	0.0282802	0.150452	0.0266158	0.561422	0.278061	0.0152354	0.0121666	0.0463075	0.19812	0.549827	0.174945	0.0897449	0.666533	1.2452	0.94993	0.97526	0.992215	1.00785	1.02537	1.05271	0.03714168	0.3935908	0.0671864	0.0296388	0.0387848	0.0475363	0.028077	0.0491804	0.0195505	0.0538088	0.0844858	0.0175047	0.0227775	0.00384792	0.00483517	0.0141111	0.0182908	0.000262111	0.055475	0.00590036	0.0313902	0.00555309	0.117134	0.0580144	0.0031787	0.00253842	0.00966155	0.0413356	0.114715	0.0365003	0.0187243	4.792967
10404	-576.8699	-602.7436	25.8737	0.487181	0.00962781	0.184176	0.0717526	0.300166	0.298754	0.310406	0.327953	0.381494	0.107898	0.178954	0.054494	0.14701	0.0973302	0.0124285	0.134942	0.00383138	0.651162	0.20001	0.163112	0.126914	0.252472	0.101883	0.27081	0.192024	0.111615	0.177277	0.280491	0.126623	0.568664	1.31716	0.993815	0.996979	0.999056	1.00094	1.00303	1.00622	0.004486398	0.3174525	0.0845391	0.00167068	0.0319595	0.012451	0.0520869	0.0518419	0.0538638	0.0569087	0.0661995	0.0187232	0.0310534	0.00945618	0.0255102	0.0168894	0.00215668	0.023416	0.000664848	0.112994	0.0347072	0.0283044	0.0220231	0.0438108	0.0176795	0.0469928	0.0333213	0.0193681	0.0307624	0.0486728	0.0219726	5.762792
10440	-560.4134	-588.6279	28.21456	0.344713	0.157316	0.212615	0.115991	0.0850079	0.148093	0.372576	0.36853	0.243025	0.251279	0.255052	0.0215139	0.0275782	0.028539	0.0490186	0.00772149	0.014312	0.824976	0.103576	0.158635	0.0914076	0.138273	0.0564939	0.023506	0.0362814	0.0991283	0.0427678	0.265366	0.0780083	0.382658	1.45393	0.935511	0.968011	0.989908	1.01019	1.03305	1.06894	0.04820186	0.1935216	0.0745923	0.0340414	0.0460077	0.0250993	0.0183948	0.0320457	0.0806214	0.0797458	0.0525881	0.0543741	0.0551906	0.00465538	0.00596763	0.00617554	0.0106071	0.00167085	0.00309697	0.178516	0.0224128	0.0343269	0.0197796	0.0299208	0.0122247	0.00508645	0.00785091	0.0214503	0.0092545	0.0574223	0.0168802	4.621301
10476	-566.7904	-594.1827	27.39224	0.232426	0.215494	0.0322327	0.0278425	0.159162	0.15291	0.338211	0.642158	0.235521	0.0822327	0.187559	0.00390735	0.132186	0.0681314	0.0665578	0.0319172	0.024985	0.696943	0.0228649	0.163439	0.1659	0.10956	0.140233	0.030172	0.106474	0.0968543	0.133501	0.577886	0.00379325	0.447052	1.40658	0.669552	0.822308	0.940789	1.06294	1.21609	1.49354	0.2900564	0.2336978	0.047618	0.0441492	0.00660364	0.00570419	0.032608	0.0313273	0.0692905	0.131561	0.0482521	0.0168473	0.0384258	0.000800514	0.0270815	0.0139583	0.0136359	0.00653899	0.00511877	0.142785	0.00468442	0.0334844	0.0339886	0.022446	0.0287301	0.00618144	0.0218138	0.0198429	0.0273509	0.118394	0.000777138	4.881056
10512	-569.0585	-599.0591	30.00058	0.196029	0.114214	0.136293	0.0956955	0.0842448	0.0887329	0.22871	0.181599	0.24603	0.00156625	0.0584717	0.0413153	0.0218811	0.0807656	0.0248818	0.0594586	0.0110191	0.0382951	0.410468	0.0221459	0.105817	0.139423	0.0488419	0.0915972	0.0987098	0.0754805	0.0535269	0.0746841	0.512777	0.409568	1.43414	0.539242	0.739929	0.910311	1.09853	1.35148	1.85446	0.4465611	0.2099882	0.0586443	0.0341686	0.0407736	0.0286284	0.0252028	0.0265455	0.0684213	0.0543276	0.0736028	0.000468561	0.0174925	0.0123599	0.00654599	0.024162	0.00744367	0.0177877	0.00329649	0.0114564	0.122796	0.00662521	0.0316563	0.0417099	0.0146116	0.0274024	0.0295302	0.0225809	0.0160132	0.0223426	0.153403	3.342675
10548	-570.0293	-599.8467	29.81738	0.563707	0.137469	0.0359315	0.0523743	0.0738372	0.0463553	0.150367	0.110061	0.0868725	0.168593	0.0700164	0.0200723	0.0312941	0.020547	0.0678298	0.0234073	0.00941904	0.0492039	0.0210259	0.211696	0.101277	0.0334193	0.02247	0.00824987	0.13504	0.0419948	0.181562	0.205406	0.0123634	0.684671	1.23186	0.176686	0.429397	0.768172	1.30179	2.32885	5.65975	1.253353	0.4086785	0.209412	0.0510684	0.0133482	0.0194565	0.0274298	0.0172205	0.0558598	0.0408867	0.0322723	0.0626305	0.0260104	0.00745665	0.0116255	0.00763301	0.0251981	0.00869559	0.00349908	0.0182788	0.00781092	0.0786429	0.0376233	0.012415	0.00834738	0.00306474	0.0501662	0.0156006	0.0674485	0.0763062	0.00459289	2.691862
10584	-575.6884	-606.966	31.27753	0.138908	0.00204628	0.0481583	0.00370742	0.0415483	0.0131535	0.00271906	0.22892	0.166127	0.0178979	0.0255538	0.0109564	0.00300247	0.0227636	0.0557108	0.0057198	0.0583162	0.000978942	0.0365526	0.123137	0.00403293	0.0225895	0.0300277	0.0225014	0.00289023	0.110873	0.0402345	0.115871	0.00672848	0.850673	1.1098	0.12395	0.361223	0.727837	1.37393	2.76838	8.06774	1.509676	0.5636106	0.102017	0.00150282	0.0353682	0.00272279	0.0305137	0.00966016	0.00199692	0.168122	0.122006	0.0131445	0.0187671	0.00804652	0.00220506	0.0167179	0.0409149	0.00420071	0.0428284	0.00071895	0.0268448	0.0904337	0.00296185	0.0165901	0.0220528	0.0165254	0.00212263	0.081427	0.0295489	0.0850976	0.0049415	1.361627
10620	-559.5188	-589.7904	30.27161	0.319383	0.0794863	0.0861973	0.0572468	0.109158	0.0588108	0.0331167	0.185488	0.209714	0.0860629	0.0668356	0.00139738	0.0152667	0.073727	0.0636229	0.00551779	0.0073961	0.160787	0.341864	0.0142833	0.0819245	0.00801607	0.118567	0.0521232	0.0782405	0.0391517	0.0162707	0.0142114	0.0543065	0.744194	1.18809	0.214556	0.472053	0.791209	1.26389	2.11841	4.66078	1.112936	0.4605716	0.130993	0.0326008	0.0353532	0.0234794	0.0447702	0.0241208	0.0135826	0.0760767	0.0860126	0.0352981	0.0274122	0.000573126	0.00626154	0.0302386	0.0260945	0.00226309	0.00303346	0.0659459	0.140213	0.00585818	0.0336008	0.00328774	0.0486296	0.021378	0.0320898	0.0160578	0.0066733	0.0058287	0.0222735	2.438173
10656	-565.0441	-591.7071	26.66293	0.798818	0.174895	0.00673649	0.19393	0.110456	0.217908	0.438167	0.0270853	0.349406	0.0796369	0.184081	0.0157443	0.0593833	0.0978152	0.0759319	0.0419912	0.0579518	0.0569652	0.202452	0.161174	0.179759	0.0148718	0.00176113	0.0115707	0.177323	0.693512	0.0403533	0.186397	0.503721	0.356129	1.47343	0.389186	0.63113	0.866245	1.15441	1.58446	2.56946	0.6823581	0.1777203	0.154816	0.0338957	0.00130557	0.0375849	0.0214071	0.0422318	0.0849194	0.00524929	0.0677169	0.0154341	0.035676	0.00305134	0.0115088	0.0189572	0.0147161	0.00813814	0.0112314	0.0110402	0.0392363	0.0312366	0.0348384	0.00288224	0.000341317	0.00224248	0.0343663	0.134407	0.00782071	0.0361248	0.0976242	5.159798
10692	-570.5378	-598.6633	28.12544	0.962325	0.0195021	0.127985	0.151371	0.13734	0.0114776	0.0768387	0.119813	0.41541	0.0948572	0.0670987	0.0284205	0.0473669	0.0474089	0.00933091	0.00985595	0.0585941	0.125506	0.161175	0.0136219	0.456508	0.0384693	0.378554	0.102517	0.323455	0.0318968	0.0357873	0.0410237	0.0390741	0.424142	1.42343	0.277128	0.534803	0.822624	1.21562	1.86985	3.60844	0.9278957	0.2190976	0.232863	0.00471911	0.0309698	0.0366286	0.0332334	0.00277734	0.0185934	0.0289922	0.100521	0.0229535	0.0162365	0.00687717	0.0114618	0.011472	0.00225789	0.00238493	0.0141785	0.0303699	0.0390011	0.00329622	0.110466	0.00930878	0.0916023	0.0248071	0.0782695	0.00771837	0.00865979	0.00992688	0.00945512	4.132584
10728	-574.5225	-602.6004	28.07791	0.544916	0.0436893	0.147952	0.112911	0.118338	0.156097	0.209444	0.290798	0.776892	0.158524	0.146772	0.109618	0.0339022	0.0446886	0.0291296	0.0059156	0.176533	0.00990196	0.0633152	0.238173	0.020594	0.0561389	0.0141995	0.0165272	0.0784719	0.636554	0.0227675	0.00548401	0.0415495	0.513326	1.35785	0.495151	0.709778	0.898572	1.11288	1.40889	2.01959	0.50824	0.2779732	0.126437	0.0101372	0.0343293	0.0261987	0.0274578	0.0362192	0.0485971	0.0674737	0.180262	0.0367822	0.0340554	0.0254345	0.00786631	0.0103691	0.00675893	0.00137259	0.0409608	0.00229755	0.014691	0.0552632	0.00477841	0.0130259	0.00329469	0.00383479	0.0182078	0.147699	0.00528274	0.00127245	0.00964071	4.309795
10764	-567.4916	-594.8078	27.3162	0.746414	0.175415	0.154868	0.0346657	0.29125	0.19786	0.17664	0.432352	0.201947	0.281218	0.236446	0.0161373	0.0731553	0.0241597	0.0777876	0.0183569	0.176645	0.0421691	0.0401198	0.205277	0.0417045	0.0312671	0.00862205	0.0572384	0.00445435	0.99973	0.018836	0.0919588	0.00505355	0.487267	1.37701	0.632731	0.799934	0.932727	1.07212	1.2501	1.58045	0.3309562	0.2601902	0.153528	0.0360806	0.0318545	0.0071303	0.0599065	0.0406973	0.0363325	0.0889294	0.0415378	0.057843	0.048634	0.00331924	0.0150471	0.00496934	0.0159999	0.00377578	0.0363337	0.00867365	0.00825213	0.0422228	0.00857809	0.00643124	0.00177345	0.0117732	0.000916202	0.205632	0.00387432	0.0189148	0.00103945	4.861749
10800	-566.2602	-594.2345	27.97429	0.962403	0.197687	0.110336	0.0840301	0.0820995	0.116915	0.236581	0.347626	0.288454	0.0646411	0.191232	0.0553552	0.0840873	0.0794077	0.0879565	0.121649	0.0114105	0.0109635	0.0966889	0.09454	0.0632231	0.0819921	0.666287	0.253297	0.0469736	0.0433622	0.0233457	0.00818628	0.0816592	0.512243	1.35864	0.856493	0.927234	0.976706	1.02385	1.07848	1.16755	0.11201	0.2772244	0.209565	0.0430466	0.0240258	0.0182977	0.0178773	0.0254583	0.051516	0.075696	0.0628113	0.0140757	0.0416411	0.0120537	0.0183101	0.0172912	0.0191527	0.0264894	0.00248466	0.00238733	0.0210542	0.0205862	0.0137669	0.0178539	0.145085	0.0551558	0.0102286	0.00944219	0.00508356	0.00178258	0.0177814	4.592389
10836	-562.9877	-590.5081	27.52042	0.835898	0.142173	0.0513361	0.130959	0.313732	0.0424042	0.153604	0.388303	0.253227	0.0411648	0.124413	0.00608544	0.0517018	0.0462293	0.0483042	0.0266774	0.159076	0.0332809	0.218449	0.01602	0.0492541	0.0529885	0.212462	0.101839	0.16971	0.0855309	0.0127903	0.0600326	0.787475	0.543259	1.33584	0.519727	0.726746	0.90522	1.1047	1.376	1.92409	0.4732137	0.2990293	0.181122	0.0308059	0.0111235	0.0283761	0.0679791	0.0091881	0.0332827	0.0841371	0.054869	0.00891955	0.0269576	0.00131859	0.0112027	0.0100169	0.0104665	0.00578044	0.0344683	0.00721127	0.0473334	0.00347121	0.0106723	0.0114815	0.0460361	0.0220664	0.0367727	0.0185328	0.00277139	0.0130078	0.170629	4.615119
10872	-560.6719	-590.2534	29.58145	0.315158	0.100096	0.0701491	0.0145975	0.0198661	0.221988	0.0300625	0.240219	0.207257	0.0907324	0.0892302	0.00758852	0.0419282	0.0309071	0.057419	0.0199934	0.0582993	0.0191109	0.161993	0.0434051	0.00699156	0.0659819	0.421711	0.0626993	0.287707	0.131054	0.0346449	0.0159603	0.336889	0.540195	1.33809	0.298074	0.554149	0.831795	1.20222	1.80457	3.35487	0.8752124	0.2968424	0.0983751	0.0312443	0.0218967	0.00455653	0.00620111	0.0692924	0.00938386	0.0749831	0.0646943	0.0283217	0.0278528	0.00236872	0.0130877	0.00964749	0.0179231	0.00624085	0.0181978	0.00596538	0.0505652	0.0135487	0.00218238	0.0205959	0.131635	0.0195713	0.0898062	0.0409079	0.0108142	0.00498194	0.105158	3.203637
10908	-562.4331	-591.6253	29.19218	0.622256	0.108937	0.0368589	0.00909507	0.0804565	0.173294	0.0858387	0.310402	0.254721	0.128737	0.0570315	0.00405602	0.0235759	0.0591392	0.033188	0.030508	0.311228	0.0548799	0.238964	0.0380225	0.001881	0.0657919	0.266432	0.116398	0.0327319	0.129786	0.00110628	0.042741	0.0366358	0.504912	1.36404	0.22834	0.486607	0.79874	1.25197	2.05504	4.37944	1.067915	0.2721771	0.185488	0.0324731	0.0109873	0.00271115	0.0239833	0.0516571	0.0255876	0.0925277	0.0759299	0.0383753	0.0170005	0.00120906	0.00702773	0.0176288	0.009893	0.00909412	0.0927739	0.0163592	0.0712327	0.0113341	0.000560707	0.0196119	0.0794205	0.0346972	0.00975705	0.038688	0.00032977	0.0127407	0.0109208	3.354694
10944	-558.2059	-588.2444	30.03849	0.513238	0.0819595	0.0883024	0.0382767	0.0667445	0.161956	0.0208058	0.151219	0.258455	0.0728109	0.0928358	0.014402	0.0208475	0.037443	0.0258498	0.00498826	0.182	0.0361164	0.115783	0.0392443	0.00343726	0.0163231	0.416904	0.0986095	0.130111	0.0695302	0.0186535	0.0244924	0.0685888	0.533645	1.34291	0.255531	0.514054	0.812531	1.23072	1.94532	3.91342	0.9865636	0.2921915	0.178833	0.0285581	0.0307682	0.0133372	0.0232565	0.056432	0.0072496	0.052691	0.0900562	0.0253703	0.0323478	0.00501824	0.00726413	0.0130467	0.00900712	0.00173811	0.0634162	0.0125844	0.0403434	0.0136743	0.00119768	0.00568765	0.145266	0.0343596	0.045336	0.0242272	0.00649963	0.00853415	0.0238991	2.869926
10980	-567.7188	-597.0597	29.34086	0.696464	0.0179202	0.0480632	0.0685807	0.0486869	0.0652881	0.304	0.186909	0.114016	0.153786	0.123861	0.000840833	0.103463	0.00889213	0.0194554	0.0202023	0.169607	0.054475	0.0419988	0.0169652	0.0319352	0.0361492	0.850945	0.0595346	0.0497526	0.000391341	0.0678518	0.0622958	0.0556423	0.363877	1.46774	0.265418	0.52366	0.817238	1.22363	1.90964	3.76764	0.9591146	0.182292	0.20025	0.00515249	0.0138193	0.0197186	0.0139986	0.0187719	0.0874072	0.0537409	0.0327823	0.0442171	0.035613	0.00024176	0.0297481	0.0025567	0.0055939	0.00580864	0.0487661	0.0156629	0.0120757	0.00487789	0.00918214	0.0103938	0.244667	0.0171176	0.0143051	0.00011252	0.019509	0.0179115	0.0159985	3.477972
11016	-562.7792	-591.1231	28.34386	0.725624	0.148056	0.129719	0.0446699	0.0392111	0.070791	0.330382	0.281548	0.320882	0.234451	0.201455	0.0246384	0.0374827	0.0681786	0.0558315	0.0343749	0.534153	0.0265575	0.0791952	0.106995	0.00333314	0.0362716	0.121445	0.0728067	0.125394	0.0983937	0.0663525	0.160424	0.109776	0.431455	1.41805	0.557988	0.752364	0.915056	1.09283	1.32914	1.79215	0.4218516	0.2237208	0.169207	0.0345248	0.0302488	0.0104165	0.00914353	0.0165076	0.0770409	0.0656535	0.0748256	0.0546711	0.0469769	0.00574536	0.00874051	0.0158984	0.0130192	0.00801581	0.124558	0.00619288	0.0184673	0.0249499	0.000777246	0.00845809	0.0283196	0.0169776	0.0292402	0.0229442	0.0154726	0.037409	0.0255984	4.288394
11052	-565.8283	-594.2839	28.45553	0.539241	0.0754441	0.0920336	0.0356588	0.0988171	0.0310197	0.264747	0.504337	0.228748	0.0801298	0.284181	0.00972373	0.0698984	0.0116157	0.101898	0.00122188	0.308535	0.0182533	0.0511934	0.113501	0.0690189	0.0644919	0.0334337	0.0806313	0.132466	0.00041192	0.520694	0.0333914	0.212343	0.548739	1.33181	0.501772	0.714391	0.90039	1.11063	1.39979	1.99294	0.4986355	0.3029597	0.132587	0.0185499	0.0226289	0.00876766	0.0242968	0.00762703	0.0650951	0.124005	0.0562438	0.0197021	0.0698736	0.00239084	0.0171864	0.00285603	0.0250543	0.000300433	0.0758615	0.00448805	0.0125873	0.0279072	0.0169701	0.0158571	0.00822056	0.0198254	0.0325702	0.000101282	0.128027	0.00821016	0.0522101	4.06708
